Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,oregon-ducks,washington-huskies,penn-state-nittany-lions,kansas-state-wildcats,utah-utes,notre-dame-fighting-irish,ucla-bruins,north-carolina-tar-heels,florida-state-seminoles,ole-miss-rebels,cincinnati-bearcats,tulane-green-wave,oregon-state-beavers,ucf-knights,coastal-carolina-chanticleers,utsa-roadrunners
adam-cole,2022,13,georgia-bulldogs,ohio-state-buckeyes,tcu-horned-frogs,michigan-wolverines,usc-trojans,tennessee-volunteers,lsu-tigers,clemson-tigers,alabama-crimson-tide,oregon-ducks,washington-huskies,kansas-state-wildcats,ole-miss-rebels,ucla-bruins,penn-state-nittany-lions,notre-dame-fighting-irish,utah-utes,north-carolina-tar-heels,texas-longhorns,florida-state-seminoles,tulane-green-wave,oregon-state-beavers,cincinnati-bearcats,coastal-carolina-chanticleers,utsa-roadrunners
adam-grosbard,2022,13,georgia-bulldogs,ohio-state-buckeyes,tcu-horned-frogs,michigan-wolverines,usc-trojans,lsu-tigers,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,oregon-ducks,penn-state-nittany-lions,washington-huskies,kansas-state-wildcats,florida-state-seminoles,ucla-bruins,utah-utes,ole-miss-rebels,cincinnati-bearcats,tulane-green-wave,coastal-carolina-chanticleers,notre-dame-fighting-irish,north-carolina-tar-heels,oregon-state-beavers,texas-longhorns,troy-trojans
adam-zucker,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,clemson-tigers,tennessee-volunteers,lsu-tigers,alabama-crimson-tide,penn-state-nittany-lions,washington-huskies,oregon-ducks,ucla-bruins,utah-utes,kansas-state-wildcats,florida-state-seminoles,notre-dame-fighting-irish,tulane-green-wave,oregon-state-beavers,north-carolina-tar-heels,ole-miss-rebels,illinois-fighting-illini,utsa-roadrunners,coastal-carolina-chanticleers,troy-trojans
andy-greder,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,oregon-ducks,tennessee-volunteers,alabama-crimson-tide,clemson-tigers,penn-state-nittany-lions,utah-utes,washington-huskies,kansas-state-wildcats,cincinnati-bearcats,tulane-green-wave,ucla-bruins,florida-state-seminoles,north-carolina-tar-heels,texas-longhorns,ole-miss-rebels,notre-dame-fighting-irish,coastal-carolina-chanticleers,oregon-state-beavers,ucf-knights
ben-portnoy,2022,13,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,usc-trojans,lsu-tigers,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,oregon-ducks,penn-state-nittany-lions,ucla-bruins,washington-huskies,utah-utes,cincinnati-bearcats,ucf-knights,tulane-green-wave,kansas-state-wildcats,notre-dame-fighting-irish,north-carolina-tar-heels,oregon-state-beavers,florida-state-seminoles,troy-trojans,south-alabama-jaguars,ole-miss-rebels
blair-kerkhoff,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,alabama-crimson-tide,clemson-tigers,oregon-ducks,penn-state-nittany-lions,kansas-state-wildcats,utah-utes,tennessee-volunteers,washington-huskies,notre-dame-fighting-irish,florida-state-seminoles,ole-miss-rebels,north-carolina-tar-heels,oregon-state-beavers,cincinnati-bearcats,tulane-green-wave,ucla-bruins,texas-longhorns,coastal-carolina-chanticleers,south-carolina-gamecocks
bob-asmussen,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,alabama-crimson-tide,penn-state-nittany-lions,clemson-tigers,oregon-ducks,tennessee-volunteers,kansas-state-wildcats,notre-dame-fighting-irish,washington-huskies,florida-state-seminoles,tulane-green-wave,utah-utes,ole-miss-rebels,coastal-carolina-chanticleers,cincinnati-bearcats,north-carolina-tar-heels,ucla-bruins,oregon-state-beavers,texas-longhorns,utsa-roadrunners
brett-mcmurphy,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,tennessee-volunteers,lsu-tigers,alabama-crimson-tide,oregon-ducks,clemson-tigers,washington-huskies,penn-state-nittany-lions,florida-state-seminoles,utah-utes,notre-dame-fighting-irish,tulane-green-wave,kansas-state-wildcats,oregon-state-beavers,ucla-bruins,utsa-roadrunners,coastal-carolina-chanticleers,cincinnati-bearcats,ole-miss-rebels,north-carolina-tar-heels,troy-trojans
brian-fonseca,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,clemson-tigers,lsu-tigers,alabama-crimson-tide,penn-state-nittany-lions,oregon-ducks,tennessee-volunteers,north-carolina-tar-heels,washington-huskies,cincinnati-bearcats,ucla-bruins,notre-dame-fighting-irish,tulane-green-wave,kansas-state-wildcats,florida-state-seminoles,utah-utes,ole-miss-rebels,coastal-carolina-chanticleers,utsa-roadrunners,troy-trojans,ucf-knights
brian-howell,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,lsu-tigers,usc-trojans,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,penn-state-nittany-lions,washington-huskies,oregon-ducks,kansas-state-wildcats,notre-dame-fighting-irish,utah-utes,north-carolina-tar-heels,cincinnati-bearcats,florida-state-seminoles,ole-miss-rebels,ucla-bruins,coastal-carolina-chanticleers,tulane-green-wave,oregon-state-beavers,utsa-roadrunners,troy-trojans
chris-murray,2022,13,georgia-bulldogs,ohio-state-buckeyes,tcu-horned-frogs,michigan-wolverines,usc-trojans,lsu-tigers,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,oregon-ducks,washington-huskies,penn-state-nittany-lions,north-carolina-tar-heels,ucla-bruins,utah-utes,ole-miss-rebels,notre-dame-fighting-irish,tulane-green-wave,kansas-state-wildcats,coastal-carolina-chanticleers,florida-state-seminoles,cincinnati-bearcats,oregon-state-beavers,utsa-roadrunners,texas-longhorns
chuck-carlton,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,oregon-ducks,penn-state-nittany-lions,washington-huskies,notre-dame-fighting-irish,kansas-state-wildcats,ucla-bruins,utah-utes,florida-state-seminoles,cincinnati-bearcats,tulane-green-wave,north-carolina-tar-heels,ole-miss-rebels,texas-longhorns,utsa-roadrunners,oregon-state-beavers,ucf-knights
chuck-landon,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,alabama-crimson-tide,oregon-ducks,clemson-tigers,tennessee-volunteers,penn-state-nittany-lions,kansas-state-wildcats,washington-huskies,florida-state-seminoles,notre-dame-fighting-irish,utah-utes,tulane-green-wave,oregon-state-beavers,cincinnati-bearcats,coastal-carolina-chanticleers,ucla-bruins,north-carolina-tar-heels,ole-miss-rebels,south-carolina-gamecocks,troy-trojans
colten-bartholomew,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,lsu-tigers,usc-trojans,tennessee-volunteers,alabama-crimson-tide,washington-huskies,oregon-ducks,penn-state-nittany-lions,clemson-tigers,ucla-bruins,utah-utes,kansas-state-wildcats,florida-state-seminoles,notre-dame-fighting-irish,tulane-green-wave,ole-miss-rebels,texas-longhorns,oregon-state-beavers,north-carolina-tar-heels,ucf-knights,cincinnati-bearcats,iowa-hawkeyes
damien-sordelett,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,alabama-crimson-tide,oregon-ducks,clemson-tigers,tennessee-volunteers,penn-state-nittany-lions,washington-huskies,utah-utes,notre-dame-fighting-irish,north-carolina-tar-heels,kansas-state-wildcats,tulane-green-wave,ucla-bruins,ole-miss-rebels,utsa-roadrunners,oregon-state-beavers,florida-state-seminoles,coastal-carolina-chanticleers,troy-trojans,ucf-knights
darren-haynes,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,clemson-tigers,lsu-tigers,tennessee-volunteers,alabama-crimson-tide,penn-state-nittany-lions,oregon-ducks,notre-dame-fighting-irish,utah-utes,kansas-state-wildcats,washington-huskies,ole-miss-rebels,florida-state-seminoles,cincinnati-bearcats,ucla-bruins,north-carolina-tar-heels,oregon-state-beavers,texas-longhorns,coastal-carolina-chanticleers,ucf-knights,tulane-green-wave
dave-reardon,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,lsu-tigers,alabama-crimson-tide,usc-trojans,penn-state-nittany-lions,washington-huskies,oregon-ducks,notre-dame-fighting-irish,clemson-tigers,tennessee-volunteers,utah-utes,texas-longhorns,kansas-state-wildcats,tulane-green-wave,florida-state-seminoles,cincinnati-bearcats,ole-miss-rebels,oregon-state-beavers,coastal-carolina-chanticleers,ucla-bruins,utsa-roadrunners,north-carolina-tar-heels
david-briggs,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,lsu-tigers,penn-state-nittany-lions,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,washington-huskies,oregon-ducks,notre-dame-fighting-irish,ucla-bruins,tulane-green-wave,florida-state-seminoles,cincinnati-bearcats,kansas-state-wildcats,north-carolina-tar-heels,utah-utes,coastal-carolina-chanticleers,oregon-state-beavers,troy-trojans,texas-longhorns,ole-miss-rebels
david-jablonski,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,clemson-tigers,tennessee-volunteers,lsu-tigers,alabama-crimson-tide,penn-state-nittany-lions,washington-huskies,oregon-ducks,north-carolina-tar-heels,utah-utes,notre-dame-fighting-irish,ole-miss-rebels,kansas-state-wildcats,florida-state-seminoles,ucla-bruins,ucf-knights,tulane-green-wave,cincinnati-bearcats,coastal-carolina-chanticleers,utsa-roadrunners,troy-trojans
david-thompson,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,lsu-tigers,usc-trojans,alabama-crimson-tide,clemson-tigers,penn-state-nittany-lions,oregon-ducks,tennessee-volunteers,kansas-state-wildcats,washington-huskies,utah-utes,notre-dame-fighting-irish,florida-state-seminoles,north-carolina-tar-heels,ucla-bruins,tulane-green-wave,cincinnati-bearcats,oregon-state-beavers,ole-miss-rebels,coastal-carolina-chanticleers,ucf-knights,texas-longhorns
don-williams,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,alabama-crimson-tide,clemson-tigers,usc-trojans,tennessee-volunteers,lsu-tigers,oregon-ducks,utah-utes,penn-state-nittany-lions,notre-dame-fighting-irish,ucla-bruins,washington-huskies,ole-miss-rebels,north-carolina-tar-heels,kansas-state-wildcats,florida-state-seminoles,illinois-fighting-illini,oregon-state-beavers,iowa-hawkeyes,texas-longhorns,south-carolina-gamecocks,tulane-green-wave
garland-gillen,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,lsu-tigers,usc-trojans,alabama-crimson-tide,clemson-tigers,penn-state-nittany-lions,tennessee-volunteers,washington-huskies,oregon-ducks,utah-utes,notre-dame-fighting-irish,tulane-green-wave,kansas-state-wildcats,florida-state-seminoles,ucla-bruins,north-carolina-tar-heels,cincinnati-bearcats,ole-miss-rebels,coastal-carolina-chanticleers,ucf-knights,oregon-state-beavers,texas-longhorns
jack-ebling,2022,13,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,usc-trojans,alabama-crimson-tide,clemson-tigers,lsu-tigers,tennessee-volunteers,oregon-ducks,penn-state-nittany-lions,washington-huskies,utah-utes,florida-state-seminoles,ucla-bruins,kansas-state-wildcats,notre-dame-fighting-irish,tulane-green-wave,ucf-knights,oregon-state-beavers,north-carolina-tar-heels,ole-miss-rebels,south-carolina-gamecocks,texas-longhorns,coastal-carolina-chanticleers
joe-giglio,2022,13,georgia-bulldogs,ohio-state-buckeyes,tcu-horned-frogs,michigan-wolverines,usc-trojans,clemson-tigers,tennessee-volunteers,lsu-tigers,alabama-crimson-tide,notre-dame-fighting-irish,penn-state-nittany-lions,washington-huskies,oregon-ducks,north-carolina-tar-heels,florida-state-seminoles,cincinnati-bearcats,ucla-bruins,utah-utes,tulane-green-wave,kansas-state-wildcats,oregon-state-beavers,coastal-carolina-chanticleers,south-carolina-gamecocks,ucf-knights,ole-miss-rebels
