Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2022,1,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,clemson-tigers,texas-am-aggies,michigan-wolverines,utah-utes,notre-dame-fighting-irish,usc-trojans,oregon-ducks,baylor-bears,cincinnati-bearcats,oklahoma-sooners,michigan-state-spartans,north-carolina-state-wolfpack,wake-forest-demon-deacons,oklahoma-state-cowboys,tennessee-volunteers,wisconsin-badgers,kentucky-wildcats,miami-fl-hurricanes,houston-cougars,arkansas-razorbacks,pittsburgh-panthers,penn-state-nittany-lions
adam-grosbard,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,texas-am-aggies,clemson-tigers,utah-utes,notre-dame-fighting-irish,oklahoma-state-cowboys,baylor-bears,oregon-ducks,michigan-wolverines,wake-forest-demon-deacons,michigan-state-spartans,pittsburgh-panthers,houston-cougars,arkansas-razorbacks,north-carolina-state-wolfpack,oklahoma-sooners,kentucky-wildcats,byu-cougars,iowa-hawkeyes,usc-trojans,cincinnati-bearcats,wisconsin-badgers,ucla-bruins
adam-zucker,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,michigan-wolverines,utah-utes,clemson-tigers,notre-dame-fighting-irish,texas-am-aggies,oklahoma-sooners,pittsburgh-panthers,baylor-bears,oklahoma-state-cowboys,oregon-ducks,miami-fl-hurricanes,wisconsin-badgers,byu-cougars,north-carolina-state-wolfpack,penn-state-nittany-lions,iowa-hawkeyes,usc-trojans,houston-cougars,arkansas-razorbacks,texas-longhorns,michigan-state-spartans,utah-state-aggies
andy-greder,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,michigan-wolverines,notre-dame-fighting-irish,utah-utes,oklahoma-sooners,texas-am-aggies,oklahoma-state-cowboys,baylor-bears,oregon-ducks,cincinnati-bearcats,michigan-state-spartans,kentucky-wildcats,miami-fl-hurricanes,pittsburgh-panthers,ole-miss-rebels,tennessee-volunteers,north-carolina-state-wolfpack,minnesota-golden-gophers,wisconsin-badgers,wake-forest-demon-deacons,houston-cougars,lsu-tigers
ben-portnoy,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,utah-utes,clemson-tigers,oklahoma-sooners,michigan-wolverines,baylor-bears,north-carolina-state-wolfpack,texas-am-aggies,michigan-state-spartans,oregon-ducks,pittsburgh-panthers,wake-forest-demon-deacons,usc-trojans,miami-fl-hurricanes,houston-cougars,oklahoma-state-cowboys,lsu-tigers,arkansas-razorbacks,kentucky-wildcats,cincinnati-bearcats,iowa-hawkeyes,ucf-knights
bennett-durando,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,utah-utes,notre-dame-fighting-irish,michigan-wolverines,texas-am-aggies,oklahoma-sooners,oregon-ducks,north-carolina-state-wolfpack,baylor-bears,oklahoma-state-cowboys,pittsburgh-panthers,arkansas-razorbacks,usc-trojans,miami-fl-hurricanes,wisconsin-badgers,michigan-state-spartans,kentucky-wildcats,texas-longhorns,wake-forest-demon-deacons,penn-state-nittany-lions,cincinnati-bearcats,iowa-hawkeyes
blair-kerkhoff,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,texas-am-aggies,notre-dame-fighting-irish,michigan-wolverines,utah-utes,baylor-bears,oregon-ducks,oklahoma-state-cowboys,oklahoma-sooners,usc-trojans,michigan-state-spartans,arkansas-razorbacks,north-carolina-state-wolfpack,wake-forest-demon-deacons,houston-cougars,ole-miss-rebels,wisconsin-badgers,penn-state-nittany-lions,cincinnati-bearcats,kentucky-wildcats,iowa-hawkeyes,kansas-state-wildcats
bob-asmussen,2022,1,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,texas-am-aggies,utah-utes,baylor-bears,michigan-state-spartans,north-carolina-state-wolfpack,oklahoma-state-cowboys,oregon-ducks,oklahoma-sooners,houston-cougars,iowa-hawkeyes,byu-cougars,cincinnati-bearcats,kentucky-wildcats,wake-forest-demon-deacons,arkansas-razorbacks,wisconsin-badgers,ole-miss-rebels,purdue-boilermakers,usc-trojans
brett-mcmurphy,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,miami-fl-hurricanes,texas-am-aggies,utah-utes,michigan-wolverines,oregon-ducks,north-carolina-state-wolfpack,baylor-bears,clemson-tigers,oklahoma-state-cowboys,oklahoma-sooners,arkansas-razorbacks,wisconsin-badgers,penn-state-nittany-lions,wake-forest-demon-deacons,notre-dame-fighting-irish,pittsburgh-panthers,usc-trojans,iowa-hawkeyes,tennessee-volunteers,houston-cougars,air-force-falcons,nebraska-cornhuskers
brian-fonseca,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,texas-am-aggies,clemson-tigers,michigan-wolverines,utah-utes,oklahoma-sooners,north-carolina-state-wolfpack,oklahoma-state-cowboys,ole-miss-rebels,wake-forest-demon-deacons,usc-trojans,miami-fl-hurricanes,oregon-ducks,texas-longhorns,penn-state-nittany-lions,iowa-hawkeyes,kentucky-wildcats,houston-cougars,lsu-tigers,wisconsin-badgers,michigan-state-spartans,pittsburgh-panthers
brian-howell,2022,1,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,michigan-wolverines,notre-dame-fighting-irish,utah-utes,usc-trojans,texas-am-aggies,oklahoma-sooners,oregon-ducks,baylor-bears,north-carolina-state-wolfpack,wisconsin-badgers,oklahoma-state-cowboys,wake-forest-demon-deacons,miami-fl-hurricanes,pittsburgh-panthers,michigan-state-spartans,kentucky-wildcats,ole-miss-rebels,penn-state-nittany-lions,houston-cougars,byu-cougars,arkansas-razorbacks
bryce-miller,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,utah-utes,texas-am-aggies,oklahoma-sooners,oklahoma-state-cowboys,michigan-state-spartans,kentucky-wildcats,usc-trojans,oregon-ducks,baylor-bears,north-carolina-state-wolfpack,ole-miss-rebels,pittsburgh-panthers,texas-longhorns,cincinnati-bearcats,iowa-hawkeyes,wisconsin-badgers,byu-cougars,houston-cougars,miami-fl-hurricanes
chris-murray,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,texas-am-aggies,utah-utes,clemson-tigers,michigan-wolverines,usc-trojans,baylor-bears,oklahoma-state-cowboys,oregon-ducks,wake-forest-demon-deacons,michigan-state-spartans,houston-cougars,north-carolina-state-wolfpack,kentucky-wildcats,oklahoma-sooners,iowa-hawkeyes,cincinnati-bearcats,tennessee-volunteers,wisconsin-badgers,byu-cougars,pittsburgh-panthers,ole-miss-rebels
chuck-carlton,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,texas-am-aggies,clemson-tigers,utah-utes,baylor-bears,michigan-state-spartans,oklahoma-sooners,miami-fl-hurricanes,oklahoma-state-cowboys,usc-trojans,michigan-wolverines,arkansas-razorbacks,byu-cougars,kentucky-wildcats,houston-cougars,pittsburgh-panthers,oregon-ducks,north-carolina-state-wolfpack,iowa-hawkeyes,cincinnati-bearcats,texas-longhorns,wisconsin-badgers
colten-bartholomew,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,notre-dame-fighting-irish,texas-am-aggies,usc-trojans,michigan-wolverines,utah-utes,baylor-bears,oklahoma-sooners,north-carolina-state-wolfpack,oregon-ducks,cincinnati-bearcats,michigan-state-spartans,wake-forest-demon-deacons,tennessee-volunteers,oklahoma-state-cowboys,kentucky-wildcats,wisconsin-badgers,miami-fl-hurricanes,penn-state-nittany-lions,pittsburgh-panthers,houston-cougars,arkansas-razorbacks
damien-sordelett,2022,1,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,notre-dame-fighting-irish,utah-utes,oklahoma-sooners,michigan-state-spartans,texas-am-aggies,oklahoma-state-cowboys,baylor-bears,oregon-ducks,ole-miss-rebels,wake-forest-demon-deacons,usc-trojans,north-carolina-state-wolfpack,cincinnati-bearcats,houston-cougars,pittsburgh-panthers,byu-cougars,arkansas-razorbacks,kentucky-wildcats,fresno-state-bulldogs,wisconsin-badgers
darren-haynes,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,michigan-wolverines,oklahoma-sooners,clemson-tigers,texas-am-aggies,utah-utes,lsu-tigers,auburn-tigers,oklahoma-state-cowboys,michigan-state-spartans,texas-longhorns,miami-fl-hurricanes,penn-state-nittany-lions,ole-miss-rebels,kentucky-wildcats,baylor-bears,north-carolina-tar-heels,pittsburgh-panthers,wisconsin-badgers,oregon-ducks,mississippi-state-bulldogs,usc-trojans
dave-reardon,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,utah-utes,michigan-wolverines,texas-am-aggies,notre-dame-fighting-irish,usc-trojans,north-carolina-state-wolfpack,oregon-ducks,oklahoma-sooners,oklahoma-state-cowboys,michigan-state-spartans,baylor-bears,pittsburgh-panthers,wisconsin-badgers,tennessee-volunteers,miami-fl-hurricanes,ole-miss-rebels,arkansas-razorbacks,houston-cougars,kentucky-wildcats,wake-forest-demon-deacons,cincinnati-bearcats
david-briggs,2022,1,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,utah-utes,texas-am-aggies,usc-trojans,oklahoma-sooners,north-carolina-state-wolfpack,wake-forest-demon-deacons,oregon-ducks,baylor-bears,oklahoma-state-cowboys,michigan-state-spartans,cincinnati-bearcats,pittsburgh-panthers,tennessee-volunteers,miami-fl-hurricanes,wisconsin-badgers,byu-cougars,iowa-hawkeyes,ucf-knights,arkansas-razorbacks
david-jablonski,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,utah-utes,notre-dame-fighting-irish,michigan-wolverines,texas-am-aggies,clemson-tigers,pittsburgh-panthers,baylor-bears,usc-trojans,oklahoma-sooners,michigan-state-spartans,north-carolina-state-wolfpack,oregon-ducks,miami-fl-hurricanes,oklahoma-state-cowboys,kentucky-wildcats,tennessee-volunteers,iowa-hawkeyes,houston-cougars,cincinnati-bearcats,byu-cougars,boise-state-broncos,appalachian-state-mountaineers
david-thompson,2022,1,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,oklahoma-sooners,michigan-state-spartans,oklahoma-state-cowboys,notre-dame-fighting-irish,texas-am-aggies,utah-utes,ole-miss-rebels,oregon-ducks,cincinnati-bearcats,baylor-bears,clemson-tigers,iowa-hawkeyes,north-carolina-state-wolfpack,minnesota-golden-gophers,wake-forest-demon-deacons,texas-longhorns,byu-cougars,pittsburgh-panthers,wisconsin-badgers,kentucky-wildcats,miami-fl-hurricanes
don-williams,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,texas-am-aggies,utah-utes,oregon-ducks,oklahoma-sooners,miami-fl-hurricanes,arkansas-razorbacks,north-carolina-state-wolfpack,oklahoma-state-cowboys,michigan-state-spartans,ole-miss-rebels,kentucky-wildcats,wisconsin-badgers,cincinnati-bearcats,pittsburgh-panthers,wake-forest-demon-deacons,baylor-bears,iowa-hawkeyes,purdue-boilermakers,byu-cougars
dustin-dopirak,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,usc-trojans,texas-am-aggies,notre-dame-fighting-irish,michigan-wolverines,utah-utes,clemson-tigers,oregon-ducks,oklahoma-sooners,north-carolina-state-wolfpack,oklahoma-state-cowboys,ole-miss-rebels,texas-longhorns,baylor-bears,michigan-state-spartans,miami-fl-hurricanes,arkansas-razorbacks,wisconsin-badgers,kentucky-wildcats,tennessee-volunteers,pittsburgh-panthers,iowa-hawkeyes,penn-state-nittany-lions
garland-gillen,2022,1,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,texas-am-aggies,michigan-wolverines,utah-utes,notre-dame-fighting-irish,clemson-tigers,usc-trojans,baylor-bears,michigan-state-spartans,houston-cougars,oklahoma-sooners,north-carolina-state-wolfpack,oklahoma-state-cowboys,oregon-ducks,ole-miss-rebels,wisconsin-badgers,arkansas-razorbacks,pittsburgh-panthers,kentucky-wildcats,tennessee-volunteers,miami-fl-hurricanes,texas-longhorns,lsu-tigers
jack-ebling,2022,1,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,usc-trojans,notre-dame-fighting-irish,texas-am-aggies,utah-utes,michigan-wolverines,wake-forest-demon-deacons,oregon-ducks,baylor-bears,byu-cougars,oklahoma-state-cowboys,michigan-state-spartans,pittsburgh-panthers,miami-fl-hurricanes,penn-state-nittany-lions,oklahoma-sooners,texas-longhorns,lsu-tigers,minnesota-golden-gophers,mississippi-state-bulldogs,wisconsin-badgers,north-carolina-state-wolfpack
joe-giglio,2022,1,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,texas-am-aggies,utah-utes,clemson-tigers,notre-dame-fighting-irish,oklahoma-state-cowboys,oklahoma-sooners,north-carolina-state-wolfpack,usc-trojans,wisconsin-badgers,michigan-wolverines,baylor-bears,oregon-ducks,wake-forest-demon-deacons,kentucky-wildcats,houston-cougars,miami-fl-hurricanes,lsu-tigers,tennessee-volunteers,cincinnati-bearcats,michigan-state-spartans,pittsburgh-panthers,florida-gators
