Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2022,8,georgia-bulldogs,ohio-state-buckeyes,tennessee-volunteers,michigan-wolverines,clemson-tigers,alabama-crimson-tide,ole-miss-rebels,tcu-horned-frogs,usc-trojans,oregon-ducks,wake-forest-demon-deacons,ucla-bruins,utah-utes,kansas-state-wildcats,oklahoma-state-cowboys,syracuse-orange,penn-state-nittany-lions,kentucky-wildcats,cincinnati-bearcats,illinois-fighting-illini,texas-longhorns,north-carolina-tar-heels,lsu-tigers,liberty-flames,tulane-green-wave
adam-cole,2022,8,georgia-bulldogs,ohio-state-buckeyes,tennessee-volunteers,michigan-wolverines,clemson-tigers,alabama-crimson-tide,ole-miss-rebels,tcu-horned-frogs,penn-state-nittany-lions,oklahoma-state-cowboys,ucla-bruins,usc-trojans,oregon-ducks,syracuse-orange,wake-forest-demon-deacons,kansas-state-wildcats,illinois-fighting-illini,utah-utes,kentucky-wildcats,cincinnati-bearcats,texas-longhorns,mississippi-state-bulldogs,tulane-green-wave,north-carolina-tar-heels,north-carolina-state-wolfpack
adam-grosbard,2022,8,ohio-state-buckeyes,georgia-bulldogs,michigan-wolverines,tennessee-volunteers,clemson-tigers,alabama-crimson-tide,ole-miss-rebels,tcu-horned-frogs,ucla-bruins,oregon-ducks,oklahoma-state-cowboys,utah-utes,usc-trojans,wake-forest-demon-deacons,kansas-state-wildcats,kentucky-wildcats,syracuse-orange,penn-state-nittany-lions,cincinnati-bearcats,texas-longhorns,north-carolina-state-wolfpack,illinois-fighting-illini,lsu-tigers,mississippi-state-bulldogs,tulane-green-wave
adam-zucker,2022,8,ohio-state-buckeyes,georgia-bulldogs,michigan-wolverines,tennessee-volunteers,clemson-tigers,ole-miss-rebels,tcu-horned-frogs,alabama-crimson-tide,ucla-bruins,usc-trojans,oklahoma-state-cowboys,oregon-ducks,wake-forest-demon-deacons,utah-utes,kansas-state-wildcats,syracuse-orange,penn-state-nittany-lions,illinois-fighting-illini,north-carolina-tar-heels,kentucky-wildcats,texas-longhorns,lsu-tigers,mississippi-state-bulldogs,kansas-jayhawks,tulane-green-wave
andy-greder,2022,8,georgia-bulldogs,tennessee-volunteers,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,alabama-crimson-tide,tcu-horned-frogs,ole-miss-rebels,oregon-ducks,ucla-bruins,oklahoma-state-cowboys,penn-state-nittany-lions,utah-utes,usc-trojans,syracuse-orange,wake-forest-demon-deacons,kansas-state-wildcats,illinois-fighting-illini,north-carolina-state-wolfpack,cincinnati-bearcats,purdue-boilermakers,kentucky-wildcats,mississippi-state-bulldogs,north-carolina-tar-heels,texas-longhorns
ben-portnoy,2022,8,tennessee-volunteers,ohio-state-buckeyes,georgia-bulldogs,michigan-wolverines,clemson-tigers,tcu-horned-frogs,ucla-bruins,alabama-crimson-tide,oklahoma-state-cowboys,ole-miss-rebels,utah-utes,usc-trojans,oregon-ducks,syracuse-orange,wake-forest-demon-deacons,penn-state-nittany-lions,cincinnati-bearcats,kansas-state-wildcats,texas-longhorns,kentucky-wildcats,illinois-fighting-illini,ucf-knights,north-carolina-tar-heels,north-carolina-state-wolfpack,mississippi-state-bulldogs
blair-kerkhoff,2022,8,georgia-bulldogs,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,tennessee-volunteers,alabama-crimson-tide,ole-miss-rebels,tcu-horned-frogs,ucla-bruins,oklahoma-state-cowboys,utah-utes,usc-trojans,oregon-ducks,syracuse-orange,penn-state-nittany-lions,kansas-state-wildcats,wake-forest-demon-deacons,kentucky-wildcats,cincinnati-bearcats,mississippi-state-bulldogs,texas-longhorns,illinois-fighting-illini,north-carolina-tar-heels,north-carolina-state-wolfpack,lsu-tigers
bob-asmussen,2022,8,ohio-state-buckeyes,georgia-bulldogs,tennessee-volunteers,michigan-wolverines,clemson-tigers,ole-miss-rebels,alabama-crimson-tide,tcu-horned-frogs,ucla-bruins,oregon-ducks,usc-trojans,syracuse-orange,oklahoma-state-cowboys,wake-forest-demon-deacons,penn-state-nittany-lions,cincinnati-bearcats,kansas-state-wildcats,illinois-fighting-illini,utah-utes,north-carolina-state-wolfpack,north-carolina-tar-heels,texas-longhorns,kentucky-wildcats,mississippi-state-bulldogs,lsu-tigers
brett-mcmurphy,2022,8,tennessee-volunteers,ohio-state-buckeyes,georgia-bulldogs,clemson-tigers,alabama-crimson-tide,michigan-wolverines,tcu-horned-frogs,ucla-bruins,ole-miss-rebels,oregon-ducks,oklahoma-state-cowboys,usc-trojans,kansas-state-wildcats,syracuse-orange,utah-utes,wake-forest-demon-deacons,illinois-fighting-illini,texas-longhorns,north-carolina-tar-heels,penn-state-nittany-lions,kentucky-wildcats,mississippi-state-bulldogs,purdue-boilermakers,tulane-green-wave,cincinnati-bearcats
brian-fonseca,2022,8,georgia-bulldogs,tennessee-volunteers,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,ole-miss-rebels,tcu-horned-frogs,ucla-bruins,alabama-crimson-tide,oregon-ducks,usc-trojans,oklahoma-state-cowboys,syracuse-orange,penn-state-nittany-lions,wake-forest-demon-deacons,utah-utes,kansas-state-wildcats,illinois-fighting-illini,north-carolina-tar-heels,kentucky-wildcats,texas-longhorns,north-carolina-state-wolfpack,cincinnati-bearcats,mississippi-state-bulldogs,kansas-jayhawks
