Teams,Borda Points
georgia-bulldogs,1549
ohio-state-buckeyes,1447
michigan-wolverines,1440
washington-huskies,1367
florida-state-seminoles,1324
oregon-ducks,1219
texas-longhorns,1180
alabama-crimson-tide,1138
louisville-cardinals,1017
missouri-tigers,964
penn-state-nittany-lions,894
ole-miss-rebels,878
oklahoma-sooners,766
lsu-tigers,748
oregon-state-beavers,714
arizona-wildcats,625
notre-dame-fighting-irish,503
tulane-green-wave,499
kansas-state-wildcats,418
iowa-hawkeyes,332
oklahoma-state-cowboys,329
liberty-flames,229
toledo-rockets,118
james-madison-dukes,75
tennessee-volunteers,72
utah-utes,69
north-carolina-state-wolfpack,66
unlv-rebels,56
southern-methodist-mustangs,49
north-carolina-tar-heels,26
clemson-tigers,20
kansas-jayhawks,7
fresno-state-bulldogs,6
new-mexico-state-aggies,3
miami-oh-redhawks,1
texas-am-aggies,1
ucla-bruins,1
