Teams,Borda Points
georgia-bulldogs,1501
michigan-wolverines,1436
texas-longhorns,1426
ohio-state-buckeyes,1357
florida-state-seminoles,1336
penn-state-nittany-lions,1227
washington-huskies,1213
oregon-ducks,1113
usc-trojans,1077
notre-dame-fighting-irish,975
alabama-crimson-tide,921
oklahoma-sooners,840
washington-state-cougars,765
north-carolina-tar-heels,726
oregon-state-beavers,633
ole-miss-rebels,616
miami-fl-hurricanes,589
utah-utes,454
duke-blue-devils,384
kentucky-wildcats,344
missouri-tigers,329
tennessee-volunteers,306
lsu-tigers,149
fresno-state-bulldogs,130
louisville-cardinals,90
maryland-terrapins,81
kansas-state-wildcats,44
texas-am-aggies,31
ucla-bruins,19
tulane-green-wave,8
air-force-falcons,7
wisconsin-badgers,6
clemson-tigers,5
west-virginia-mountaineers,5
james-madison-dukes,3
kansas-jayhawks,3
colorado-buffaloes,1
