Teams,Borda Points
georgia-bulldogs,1566
michigan-wolverines,1481
texas-longhorns,1380
florida-state-seminoles,1378
usc-trojans,1296
ohio-state-buckeyes,1291
penn-state-nittany-lions,1217
washington-huskies,1194
notre-dame-fighting-irish,1066
oregon-ducks,942
utah-utes,921
lsu-tigers,805
alabama-crimson-tide,796
oregon-state-beavers,715
ole-miss-rebels,657
oklahoma-sooners,606
north-carolina-tar-heels,567
duke-blue-devils,530
colorado-buffaloes,509
miami-fl-hurricanes,359
washington-state-cougars,278
ucla-bruins,204
tennessee-volunteers,198
iowa-hawkeyes,125
florida-gators,103
clemson-tigers,76
missouri-tigers,72
kansas-state-wildcats,54
tcu-horned-frogs,21
fresno-state-bulldogs,17
kansas-jayhawks,15
tulane-green-wave,13
kentucky-wildcats,10
maryland-terrapins,4
byu-cougars,3
syracuse-orange,2
wisconsin-badgers,2
auburn-tigers,1
louisville-cardinals,1
