Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2021,7,georgia-bulldogs,alabama-crimson-tide,iowa-hawkeyes,oklahoma-sooners,cincinnati-bearcats,ohio-state-buckeyes,penn-state-nittany-lions,michigan-wolverines,oklahoma-state-cowboys,oregon-ducks,michigan-state-spartans,ole-miss-rebels,kentucky-wildcats,notre-dame-fighting-irish,coastal-carolina-chanticleers,wake-forest-demon-deacons,arkansas-razorbacks,byu-cougars,southern-methodist-mustangs,arizona-state-sun-devils,north-carolina-state-wolfpack,baylor-bears,san-diego-state-aztecs,texas-am-aggies,utsa-roadrunners
adam-grosbard,2021,7,georgia-bulldogs,iowa-hawkeyes,alabama-crimson-tide,cincinnati-bearcats,oklahoma-sooners,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,michigan-wolverines,coastal-carolina-chanticleers,michigan-state-spartans,ole-miss-rebels,oklahoma-state-cowboys,notre-dame-fighting-irish,kentucky-wildcats,wake-forest-demon-deacons,arizona-state-sun-devils,north-carolina-state-wolfpack,san-diego-state-aztecs,southern-methodist-mustangs,texas-am-aggies,byu-cougars,florida-gators,arkansas-razorbacks,auburn-tigers
adam-zucker,2021,7,georgia-bulldogs,iowa-hawkeyes,oklahoma-sooners,cincinnati-bearcats,alabama-crimson-tide,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,michigan-state-spartans,kentucky-wildcats,michigan-wolverines,ole-miss-rebels,wake-forest-demon-deacons,oklahoma-state-cowboys,coastal-carolina-chanticleers,notre-dame-fighting-irish,byu-cougars,arizona-state-sun-devils,arkansas-razorbacks,texas-am-aggies,florida-gators,auburn-tigers,southern-methodist-mustangs,texas-longhorns,north-carolina-state-wolfpack
andy-greder,2021,7,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,oklahoma-sooners,notre-dame-fighting-irish,oregon-ducks,ole-miss-rebels,arkansas-razorbacks,kentucky-wildcats,coastal-carolina-chanticleers,michigan-state-spartans,oklahoma-state-cowboys,wake-forest-demon-deacons,texas-longhorns,north-carolina-state-wolfpack,byu-cougars,arizona-state-sun-devils,texas-am-aggies,florida-gators,auburn-tigers,southern-methodist-mustangs
ben-portnoy,2021,7,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,oklahoma-sooners,alabama-crimson-tide,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,kentucky-wildcats,oklahoma-state-cowboys,michigan-wolverines,ole-miss-rebels,arkansas-razorbacks,texas-am-aggies,notre-dame-fighting-irish,coastal-carolina-chanticleers,michigan-state-spartans,florida-gators,wake-forest-demon-deacons,arizona-state-sun-devils,auburn-tigers,southern-methodist-mustangs,san-diego-state-aztecs,north-carolina-state-wolfpack,byu-cougars
bennett-conlin,2021,7,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,alabama-crimson-tide,michigan-wolverines,oklahoma-sooners,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,kentucky-wildcats,michigan-state-spartans,oklahoma-state-cowboys,ole-miss-rebels,san-diego-state-aztecs,wake-forest-demon-deacons,coastal-carolina-chanticleers,notre-dame-fighting-irish,arkansas-razorbacks,byu-cougars,arizona-state-sun-devils,florida-gators,southern-methodist-mustangs,texas-am-aggies,north-carolina-state-wolfpack,texas-longhorns
blair-kerkhoff,2021,7,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,oklahoma-sooners,michigan-wolverines,alabama-crimson-tide,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,michigan-state-spartans,kentucky-wildcats,oklahoma-state-cowboys,ole-miss-rebels,notre-dame-fighting-irish,coastal-carolina-chanticleers,florida-gators,arkansas-razorbacks,texas-am-aggies,byu-cougars,wake-forest-demon-deacons,san-diego-state-aztecs,arizona-state-sun-devils,north-carolina-state-wolfpack,baylor-bears,southern-methodist-mustangs
brett-mcmurphy,2021,7,georgia-bulldogs,iowa-hawkeyes,alabama-crimson-tide,cincinnati-bearcats,oklahoma-sooners,penn-state-nittany-lions,michigan-wolverines,kentucky-wildcats,oregon-ducks,ohio-state-buckeyes,michigan-state-spartans,notre-dame-fighting-irish,oklahoma-state-cowboys,north-carolina-state-wolfpack,ole-miss-rebels,san-diego-state-aztecs,coastal-carolina-chanticleers,southern-methodist-mustangs,wake-forest-demon-deacons,arkansas-razorbacks,byu-cougars,arizona-state-sun-devils,texas-am-aggies,florida-gators,auburn-tigers
brian-howell,2021,7,georgia-bulldogs,oklahoma-sooners,iowa-hawkeyes,alabama-crimson-tide,cincinnati-bearcats,oregon-ducks,ohio-state-buckeyes,penn-state-nittany-lions,michigan-state-spartans,notre-dame-fighting-irish,michigan-wolverines,coastal-carolina-chanticleers,kentucky-wildcats,oklahoma-state-cowboys,ole-miss-rebels,arkansas-razorbacks,texas-am-aggies,byu-cougars,florida-gators,arizona-state-sun-devils,wake-forest-demon-deacons,north-carolina-state-wolfpack,texas-longhorns,southern-methodist-mustangs,auburn-tigers
bryce-miller,2021,7,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,oklahoma-sooners,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,michigan-state-spartans,penn-state-nittany-lions,oregon-ducks,notre-dame-fighting-irish,coastal-carolina-chanticleers,oklahoma-state-cowboys,kentucky-wildcats,north-carolina-state-wolfpack,florida-gators,ole-miss-rebels,arkansas-razorbacks,texas-longhorns,clemson-tigers,wake-forest-demon-deacons,byu-cougars,san-diego-state-aztecs,arizona-state-sun-devils,texas-am-aggies
