Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,michigan-state-spartans,oklahoma-sooners,notre-dame-fighting-irish,ole-miss-rebels,utah-utes,pittsburgh-panthers,louisiana-lafayette-ragin-cajuns,houston-cougars,oregon-ducks,wake-forest-demon-deacons,clemson-tigers,kentucky-wildcats,arkansas-razorbacks,byu-cougars,north-carolina-state-wolfpack,texas-am-aggies,iowa-hawkeyes,san-diego-state-aztecs
adam-grosbard,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,baylor-bears,oklahoma-state-cowboys,ohio-state-buckeyes,notre-dame-fighting-irish,michigan-state-spartans,ole-miss-rebels,byu-cougars,oklahoma-sooners,utah-utes,pittsburgh-panthers,oregon-ducks,arkansas-razorbacks,houston-cougars,texas-am-aggies,wake-forest-demon-deacons,north-carolina-state-wolfpack,clemson-tigers,wisconsin-badgers,san-diego-state-aztecs,louisiana-lafayette-ragin-cajuns,iowa-hawkeyes
adam-zucker,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,notre-dame-fighting-irish,ole-miss-rebels,michigan-state-spartans,pittsburgh-panthers,oklahoma-sooners,utah-utes,wake-forest-demon-deacons,oregon-ducks,arkansas-razorbacks,kentucky-wildcats,iowa-hawkeyes,byu-cougars,north-carolina-state-wolfpack,clemson-tigers,louisiana-lafayette-ragin-cajuns,utah-state-aggies,houston-cougars,san-diego-state-aztecs
andy-greder,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,michigan-state-spartans,notre-dame-fighting-irish,oklahoma-sooners,utah-utes,ole-miss-rebels,houston-cougars,oregon-ducks,pittsburgh-panthers,louisiana-lafayette-ragin-cajuns,kentucky-wildcats,iowa-hawkeyes,wake-forest-demon-deacons,arkansas-razorbacks,clemson-tigers,byu-cougars,north-carolina-state-wolfpack,texas-am-aggies,minnesota-golden-gophers
ben-portnoy,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,baylor-bears,utah-utes,oklahoma-state-cowboys,michigan-state-spartans,notre-dame-fighting-irish,oklahoma-sooners,ole-miss-rebels,pittsburgh-panthers,north-carolina-state-wolfpack,clemson-tigers,oregon-ducks,kentucky-wildcats,houston-cougars,louisiana-lafayette-ragin-cajuns,san-diego-state-aztecs,arkansas-razorbacks,iowa-hawkeyes,wake-forest-demon-deacons,utah-state-aggies,utsa-roadrunners
blair-kerkhoff,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,michigan-state-spartans,oklahoma-sooners,notre-dame-fighting-irish,ole-miss-rebels,utah-utes,louisiana-lafayette-ragin-cajuns,pittsburgh-panthers,clemson-tigers,houston-cougars,arkansas-razorbacks,wake-forest-demon-deacons,kentucky-wildcats,north-carolina-state-wolfpack,byu-cougars,utah-state-aggies,texas-am-aggies,san-diego-state-aztecs,wisconsin-badgers
brett-mcmurphy,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,baylor-bears,cincinnati-bearcats,oklahoma-state-cowboys,ohio-state-buckeyes,michigan-state-spartans,oklahoma-sooners,kentucky-wildcats,notre-dame-fighting-irish,ole-miss-rebels,utah-utes,arkansas-razorbacks,pittsburgh-panthers,byu-cougars,wake-forest-demon-deacons,louisiana-lafayette-ragin-cajuns,houston-cougars,utah-state-aggies,north-carolina-state-wolfpack,texas-am-aggies,wisconsin-badgers,clemson-tigers,san-diego-state-aztecs
brian-howell,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,michigan-state-spartans,ole-miss-rebels,utah-utes,pittsburgh-panthers,byu-cougars,north-carolina-state-wolfpack,clemson-tigers,oregon-ducks,houston-cougars,louisiana-lafayette-ragin-cajuns,wake-forest-demon-deacons,kentucky-wildcats,iowa-hawkeyes,utah-state-aggies,san-diego-state-aztecs,arkansas-razorbacks
bryce-miller,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,ohio-state-buckeyes,cincinnati-bearcats,baylor-bears,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,michigan-state-spartans,ole-miss-rebels,utah-utes,clemson-tigers,houston-cougars,wake-forest-demon-deacons,north-carolina-state-wolfpack,byu-cougars,pittsburgh-panthers,arkansas-razorbacks,kentucky-wildcats,iowa-hawkeyes,minnesota-golden-gophers,wisconsin-badgers,louisiana-lafayette-ragin-cajuns,san-diego-state-aztecs
chris-murray,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,oklahoma-state-cowboys,baylor-bears,ohio-state-buckeyes,notre-dame-fighting-irish,oklahoma-sooners,michigan-state-spartans,louisiana-lafayette-ragin-cajuns,pittsburgh-panthers,ole-miss-rebels,kentucky-wildcats,wake-forest-demon-deacons,north-carolina-state-wolfpack,byu-cougars,utah-state-aggies,san-diego-state-aztecs,clemson-tigers,utah-utes,iowa-hawkeyes,houston-cougars,arkansas-razorbacks,oregon-ducks
chuck-carlton,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,utah-utes,oklahoma-sooners,michigan-state-spartans,ole-miss-rebels,louisiana-lafayette-ragin-cajuns,north-carolina-state-wolfpack,pittsburgh-panthers,clemson-tigers,wake-forest-demon-deacons,byu-cougars,arkansas-razorbacks,houston-cougars,kentucky-wildcats,utah-state-aggies,san-diego-state-aztecs,oregon-ducks,iowa-hawkeyes
colten-bartholomew,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,michigan-state-spartans,ole-miss-rebels,notre-dame-fighting-irish,utah-utes,oklahoma-sooners,pittsburgh-panthers,houston-cougars,byu-cougars,clemson-tigers,oregon-ducks,wake-forest-demon-deacons,north-carolina-state-wolfpack,kentucky-wildcats,texas-am-aggies,minnesota-golden-gophers,wisconsin-badgers,iowa-hawkeyes,louisiana-lafayette-ragin-cajuns
damien-sordelett,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,notre-dame-fighting-irish,ole-miss-rebels,utah-utes,oklahoma-sooners,michigan-state-spartans,houston-cougars,louisiana-lafayette-ragin-cajuns,pittsburgh-panthers,clemson-tigers,wake-forest-demon-deacons,byu-cougars,oregon-ducks,purdue-boilermakers,north-carolina-state-wolfpack,utah-state-aggies,kentucky-wildcats,arkansas-razorbacks,san-diego-state-aztecs
darren-haynes,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,baylor-bears,michigan-state-spartans,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,ole-miss-rebels,utah-utes,houston-cougars,pittsburgh-panthers,oregon-ducks,wake-forest-demon-deacons,arkansas-razorbacks,clemson-tigers,north-carolina-state-wolfpack,texas-am-aggies,kentucky-wildcats,louisiana-lafayette-ragin-cajuns,byu-cougars,wisconsin-badgers,iowa-hawkeyes
dave-reardon,2021,16,georgia-bulldogs,alabama-crimson-tide,baylor-bears,michigan-wolverines,ohio-state-buckeyes,cincinnati-bearcats,oklahoma-state-cowboys,oklahoma-sooners,michigan-state-spartans,notre-dame-fighting-irish,utah-utes,houston-cougars,ole-miss-rebels,byu-cougars,louisiana-lafayette-ragin-cajuns,clemson-tigers,arkansas-razorbacks,pittsburgh-panthers,kentucky-wildcats,utah-state-aggies,san-diego-state-aztecs,north-carolina-state-wolfpack,wake-forest-demon-deacons,texas-am-aggies,coastal-carolina-chanticleers
david-briggs,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,michigan-state-spartans,oklahoma-sooners,clemson-tigers,ole-miss-rebels,pittsburgh-panthers,houston-cougars,notre-dame-fighting-irish,wake-forest-demon-deacons,louisiana-lafayette-ragin-cajuns,byu-cougars,north-carolina-state-wolfpack,utah-utes,kentucky-wildcats,iowa-hawkeyes,utah-state-aggies,san-diego-state-aztecs,arkansas-razorbacks,minnesota-golden-gophers
david-jablonski,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,ole-miss-rebels,houston-cougars,michigan-state-spartans,utah-utes,oregon-ducks,wake-forest-demon-deacons,louisiana-lafayette-ragin-cajuns,kentucky-wildcats,iowa-hawkeyes,byu-cougars,pittsburgh-panthers,utah-state-aggies,north-carolina-state-wolfpack,san-diego-state-aztecs,clemson-tigers,arkansas-razorbacks
don-williams,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,michigan-state-spartans,notre-dame-fighting-irish,oklahoma-sooners,utah-utes,ole-miss-rebels,pittsburgh-panthers,oregon-ducks,byu-cougars,clemson-tigers,arkansas-razorbacks,wisconsin-badgers,purdue-boilermakers,kentucky-wildcats,iowa-hawkeyes,texas-am-aggies,wake-forest-demon-deacons,north-carolina-state-wolfpack,houston-cougars
dylan-sinn,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,baylor-bears,oklahoma-sooners,ole-miss-rebels,michigan-state-spartans,louisiana-lafayette-ragin-cajuns,houston-cougars,pittsburgh-panthers,utah-utes,north-carolina-state-wolfpack,clemson-tigers,wisconsin-badgers,purdue-boilermakers,wake-forest-demon-deacons,oregon-ducks,byu-cougars,utah-state-aggies,arkansas-razorbacks,kentucky-wildcats
eric-hansen,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,baylor-bears,oklahoma-state-cowboys,ohio-state-buckeyes,notre-dame-fighting-irish,ole-miss-rebels,oklahoma-sooners,michigan-state-spartans,utah-utes,byu-cougars,pittsburgh-panthers,arkansas-razorbacks,louisiana-lafayette-ragin-cajuns,clemson-tigers,wisconsin-badgers,oregon-ducks,texas-am-aggies,wake-forest-demon-deacons,north-carolina-state-wolfpack,kentucky-wildcats,purdue-boilermakers,houston-cougars
ethan-joyce,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,baylor-bears,oklahoma-state-cowboys,ohio-state-buckeyes,michigan-state-spartans,utah-utes,notre-dame-fighting-irish,oklahoma-sooners,pittsburgh-panthers,wake-forest-demon-deacons,ole-miss-rebels,houston-cougars,utah-state-aggies,louisiana-lafayette-ragin-cajuns,byu-cougars,san-diego-state-aztecs,north-carolina-state-wolfpack,clemson-tigers,arkansas-razorbacks,kentucky-wildcats,utsa-roadrunners,uab-blazers
garland-gillen,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,notre-dame-fighting-irish,ole-miss-rebels,oklahoma-sooners,michigan-state-spartans,pittsburgh-panthers,utah-utes,louisiana-lafayette-ragin-cajuns,houston-cougars,oregon-ducks,arkansas-razorbacks,clemson-tigers,kentucky-wildcats,byu-cougars,wake-forest-demon-deacons,north-carolina-state-wolfpack,san-diego-state-aztecs,iowa-hawkeyes,wisconsin-badgers
gentry-estes,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,notre-dame-fighting-irish,michigan-state-spartans,oklahoma-sooners,clemson-tigers,utah-utes,ole-miss-rebels,arkansas-razorbacks,louisiana-lafayette-ragin-cajuns,pittsburgh-panthers,houston-cougars,kentucky-wildcats,wake-forest-demon-deacons,byu-cougars,oregon-ducks,north-carolina-state-wolfpack,utah-state-aggies,san-diego-state-aztecs,purdue-boilermakers
jack-ebling,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,michigan-state-spartans,notre-dame-fighting-irish,oklahoma-sooners,ole-miss-rebels,utah-utes,pittsburgh-panthers,wake-forest-demon-deacons,north-carolina-state-wolfpack,clemson-tigers,louisiana-lafayette-ragin-cajuns,houston-cougars,san-diego-state-aztecs,kentucky-wildcats,arkansas-razorbacks,oregon-ducks,texas-am-aggies,byu-cougars,purdue-boilermakers
james-kratch,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,utah-utes,michigan-state-spartans,pittsburgh-panthers,oklahoma-sooners,oregon-ducks,ole-miss-rebels,louisiana-lafayette-ragin-cajuns,wake-forest-demon-deacons,arkansas-razorbacks,kentucky-wildcats,north-carolina-state-wolfpack,clemson-tigers,byu-cougars,utah-state-aggies,iowa-hawkeyes,san-diego-state-aztecs,utsa-roadrunners
john-clay,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,ohio-state-buckeyes,baylor-bears,oklahoma-state-cowboys,notre-dame-fighting-irish,ole-miss-rebels,michigan-state-spartans,oklahoma-sooners,utah-utes,wake-forest-demon-deacons,kentucky-wildcats,arkansas-razorbacks,louisiana-lafayette-ragin-cajuns,houston-cougars,utah-state-aggies,pittsburgh-panthers,iowa-hawkeyes,byu-cougars,oregon-ducks,minnesota-golden-gophers,san-diego-state-aztecs,north-carolina-state-wolfpack
johnny-mcgonigal,2021,16,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,cincinnati-bearcats,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,michigan-state-spartans,notre-dame-fighting-irish,ole-miss-rebels,oklahoma-sooners,pittsburgh-panthers,utah-utes,louisiana-lafayette-ragin-cajuns,houston-cougars,wake-forest-demon-deacons,kentucky-wildcats,clemson-tigers,byu-cougars,north-carolina-state-wolfpack,oregon-ducks,arkansas-razorbacks,utah-state-aggies,san-diego-state-aztecs,iowa-hawkeyes
jon-wilner,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,baylor-bears,oklahoma-state-cowboys,ohio-state-buckeyes,utah-utes,notre-dame-fighting-irish,michigan-state-spartans,ole-miss-rebels,oklahoma-sooners,houston-cougars,wisconsin-badgers,texas-am-aggies,arkansas-razorbacks,pittsburgh-panthers,kentucky-wildcats,oregon-ducks,byu-cougars,wake-forest-demon-deacons,north-carolina-state-wolfpack,utah-state-aggies,clemson-tigers,louisiana-lafayette-ragin-cajuns
jordan-hill,2021,16,georgia-bulldogs,alabama-crimson-tide,cincinnati-bearcats,michigan-wolverines,baylor-bears,ohio-state-buckeyes,oklahoma-state-cowboys,michigan-state-spartans,notre-dame-fighting-irish,oklahoma-sooners,ole-miss-rebels,utah-utes,pittsburgh-panthers,wake-forest-demon-deacons,louisiana-lafayette-ragin-cajuns,houston-cougars,oregon-ducks,arkansas-razorbacks,kentucky-wildcats,byu-cougars,north-carolina-state-wolfpack,clemson-tigers,texas-am-aggies,utah-state-aggies,wisconsin-badgers
