Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2021,8,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,cincinnati-bearcats,ohio-state-buckeyes,iowa-hawkeyes,penn-state-nittany-lions,oklahoma-state-cowboys,michigan-wolverines,oregon-ducks,michigan-state-spartans,ole-miss-rebels,notre-dame-fighting-irish,coastal-carolina-chanticleers,wake-forest-demon-deacons,kentucky-wildcats,north-carolina-state-wolfpack,southern-methodist-mustangs,baylor-bears,texas-am-aggies,san-diego-state-aztecs,pittsburgh-panthers,utsa-roadrunners,purdue-boilermakers,auburn-tigers
adam-grosbard,2021,8,georgia-bulldogs,cincinnati-bearcats,alabama-crimson-tide,oklahoma-sooners,penn-state-nittany-lions,ohio-state-buckeyes,oregon-ducks,michigan-wolverines,michigan-state-spartans,oklahoma-state-cowboys,iowa-hawkeyes,ole-miss-rebels,coastal-carolina-chanticleers,notre-dame-fighting-irish,kentucky-wildcats,wake-forest-demon-deacons,north-carolina-state-wolfpack,san-diego-state-aztecs,southern-methodist-mustangs,texas-am-aggies,auburn-tigers,baylor-bears,utsa-roadrunners,pittsburgh-panthers,byu-cougars
adam-zucker,2021,8,georgia-bulldogs,cincinnati-bearcats,oklahoma-sooners,alabama-crimson-tide,oregon-ducks,ohio-state-buckeyes,iowa-hawkeyes,michigan-wolverines,oklahoma-state-cowboys,penn-state-nittany-lions,michigan-state-spartans,ole-miss-rebels,wake-forest-demon-deacons,coastal-carolina-chanticleers,kentucky-wildcats,notre-dame-fighting-irish,texas-am-aggies,baylor-bears,auburn-tigers,southern-methodist-mustangs,north-carolina-state-wolfpack,pittsburgh-panthers,san-diego-state-aztecs,air-force-falcons,utsa-roadrunners
andy-greder,2021,8,georgia-bulldogs,cincinnati-bearcats,alabama-crimson-tide,oklahoma-sooners,ohio-state-buckeyes,michigan-wolverines,notre-dame-fighting-irish,oklahoma-state-cowboys,iowa-hawkeyes,penn-state-nittany-lions,oregon-ducks,ole-miss-rebels,kentucky-wildcats,coastal-carolina-chanticleers,michigan-state-spartans,wake-forest-demon-deacons,north-carolina-state-wolfpack,texas-am-aggies,auburn-tigers,southern-methodist-mustangs,baylor-bears,pittsburgh-panthers,san-diego-state-aztecs,utah-utes,virginia-cavaliers
ben-portnoy,2021,8,georgia-bulldogs,cincinnati-bearcats,oklahoma-sooners,alabama-crimson-tide,oregon-ducks,ohio-state-buckeyes,oklahoma-state-cowboys,iowa-hawkeyes,penn-state-nittany-lions,michigan-state-spartans,ole-miss-rebels,michigan-wolverines,texas-am-aggies,auburn-tigers,notre-dame-fighting-irish,coastal-carolina-chanticleers,wake-forest-demon-deacons,kentucky-wildcats,north-carolina-state-wolfpack,southern-methodist-mustangs,san-diego-state-aztecs,utsa-roadrunners,baylor-bears,arkansas-razorbacks,iowa-state-cyclones
bennett-conlin,2021,8,georgia-bulldogs,cincinnati-bearcats,alabama-crimson-tide,michigan-wolverines,oklahoma-sooners,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,oklahoma-state-cowboys,san-diego-state-aztecs,michigan-state-spartans,ole-miss-rebels,wake-forest-demon-deacons,coastal-carolina-chanticleers,notre-dame-fighting-irish,kentucky-wildcats,iowa-hawkeyes,baylor-bears,north-carolina-state-wolfpack,texas-am-aggies,pittsburgh-panthers,southern-methodist-mustangs,auburn-tigers,utsa-roadrunners,iowa-state-cyclones
blair-kerkhoff,2021,8,georgia-bulldogs,cincinnati-bearcats,oklahoma-sooners,alabama-crimson-tide,michigan-wolverines,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,michigan-state-spartans,oklahoma-state-cowboys,ole-miss-rebels,kentucky-wildcats,iowa-hawkeyes,texas-am-aggies,notre-dame-fighting-irish,coastal-carolina-chanticleers,wake-forest-demon-deacons,san-diego-state-aztecs,north-carolina-state-wolfpack,southern-methodist-mustangs,baylor-bears,pittsburgh-panthers,auburn-tigers,purdue-boilermakers,utsa-roadrunners
brett-mcmurphy,2021,8,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,cincinnati-bearcats,michigan-wolverines,oklahoma-state-cowboys,iowa-hawkeyes,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,michigan-state-spartans,kentucky-wildcats,notre-dame-fighting-irish,north-carolina-state-wolfpack,ole-miss-rebels,coastal-carolina-chanticleers,southern-methodist-mustangs,wake-forest-demon-deacons,texas-am-aggies,san-diego-state-aztecs,auburn-tigers,purdue-boilermakers,pittsburgh-panthers,utsa-roadrunners,baylor-bears
brian-howell,2021,8,georgia-bulldogs,oklahoma-sooners,alabama-crimson-tide,cincinnati-bearcats,oklahoma-state-cowboys,oregon-ducks,ohio-state-buckeyes,iowa-hawkeyes,penn-state-nittany-lions,michigan-state-spartans,notre-dame-fighting-irish,michigan-wolverines,coastal-carolina-chanticleers,ole-miss-rebels,texas-am-aggies,wake-forest-demon-deacons,north-carolina-state-wolfpack,kentucky-wildcats,southern-methodist-mustangs,auburn-tigers,baylor-bears,ucla-bruins,san-diego-state-aztecs,air-force-falcons,purdue-boilermakers
bryce-miller,2021,8,georgia-bulldogs,cincinnati-bearcats,oklahoma-sooners,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,michigan-state-spartans,penn-state-nittany-lions,oklahoma-state-cowboys,iowa-hawkeyes,oregon-ducks,notre-dame-fighting-irish,coastal-carolina-chanticleers,north-carolina-state-wolfpack,ole-miss-rebels,kentucky-wildcats,clemson-tigers,wake-forest-demon-deacons,baylor-bears,san-diego-state-aztecs,texas-am-aggies,utsa-roadrunners,southern-methodist-mustangs,auburn-tigers,pittsburgh-panthers
