Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2021,5,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,oregon-ducks,ohio-state-buckeyes,iowa-hawkeyes,arkansas-razorbacks,notre-dame-fighting-irish,cincinnati-bearcats,penn-state-nittany-lions,florida-gators,texas-am-aggies,ole-miss-rebels,coastal-carolina-chanticleers,oklahoma-state-cowboys,byu-cougars,ucla-bruins,michigan-wolverines,michigan-state-spartans,baylor-bears,fresno-state-bulldogs,lsu-tigers,auburn-tigers,wisconsin-badgers,maryland-terrapins
adam-grosbard,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,oklahoma-sooners,cincinnati-bearcats,notre-dame-fighting-irish,ohio-state-buckeyes,florida-gators,arkansas-razorbacks,coastal-carolina-chanticleers,byu-cougars,ole-miss-rebels,texas-am-aggies,michigan-wolverines,fresno-state-bulldogs,michigan-state-spartans,auburn-tigers,ucla-bruins,baylor-bears,oklahoma-state-cowboys,maryland-terrapins,san-diego-state-aztecs,north-carolina-state-wolfpack
adam-zucker,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,penn-state-nittany-lions,iowa-hawkeyes,arkansas-razorbacks,florida-gators,oklahoma-sooners,ohio-state-buckeyes,ole-miss-rebels,cincinnati-bearcats,notre-dame-fighting-irish,byu-cougars,michigan-state-spartans,michigan-wolverines,texas-am-aggies,coastal-carolina-chanticleers,maryland-terrapins,texas-longhorns,auburn-tigers,wake-forest-demon-deacons,fresno-state-bulldogs,ucla-bruins,north-carolina-state-wolfpack,clemson-tigers
andy-greder,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,penn-state-nittany-lions,iowa-hawkeyes,oklahoma-sooners,cincinnati-bearcats,florida-gators,notre-dame-fighting-irish,ohio-state-buckeyes,arkansas-razorbacks,ole-miss-rebels,texas-am-aggies,coastal-carolina-chanticleers,michigan-wolverines,byu-cougars,michigan-state-spartans,auburn-tigers,texas-longhorns,fresno-state-bulldogs,ucla-bruins,north-carolina-state-wolfpack,clemson-tigers,oklahoma-state-cowboys,maryland-terrapins
ben-portnoy,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,oklahoma-sooners,cincinnati-bearcats,texas-am-aggies,ohio-state-buckeyes,notre-dame-fighting-irish,arkansas-razorbacks,florida-gators,ole-miss-rebels,clemson-tigers,coastal-carolina-chanticleers,byu-cougars,michigan-wolverines,fresno-state-bulldogs,iowa-state-cyclones,san-diego-state-aztecs,oklahoma-state-cowboys,ucla-bruins,lsu-tigers,wisconsin-badgers,north-carolina-tar-heels
bennett-conlin,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,arkansas-razorbacks,cincinnati-bearcats,ole-miss-rebels,notre-dame-fighting-irish,oklahoma-sooners,florida-gators,ohio-state-buckeyes,byu-cougars,michigan-wolverines,coastal-carolina-chanticleers,michigan-state-spartans,oklahoma-state-cowboys,san-diego-state-aztecs,wake-forest-demon-deacons,texas-am-aggies,fresno-state-bulldogs,ucla-bruins,auburn-tigers,boston-college-eagles,virginia-tech-hokies
blair-kerkhoff,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,oklahoma-sooners,iowa-hawkeyes,penn-state-nittany-lions,cincinnati-bearcats,ohio-state-buckeyes,florida-gators,notre-dame-fighting-irish,arkansas-razorbacks,ole-miss-rebels,byu-cougars,texas-am-aggies,coastal-carolina-chanticleers,michigan-state-spartans,michigan-wolverines,clemson-tigers,north-carolina-state-wolfpack,oklahoma-state-cowboys,fresno-state-bulldogs,ucla-bruins,auburn-tigers,maryland-terrapins,texas-longhorns
brett-mcmurphy,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,penn-state-nittany-lions,arkansas-razorbacks,iowa-hawkeyes,notre-dame-fighting-irish,cincinnati-bearcats,florida-gators,ohio-state-buckeyes,byu-cougars,ole-miss-rebels,michigan-wolverines,fresno-state-bulldogs,oklahoma-sooners,north-carolina-state-wolfpack,texas-am-aggies,michigan-state-spartans,baylor-bears,ucla-bruins,san-diego-state-aztecs,coastal-carolina-chanticleers,southern-methodist-mustangs,oklahoma-state-cowboys,wake-forest-demon-deacons
brian-howell,2021,5,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,oregon-ducks,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,notre-dame-fighting-irish,ohio-state-buckeyes,florida-gators,arkansas-razorbacks,byu-cougars,texas-am-aggies,michigan-state-spartans,ole-miss-rebels,coastal-carolina-chanticleers,fresno-state-bulldogs,ucla-bruins,michigan-wolverines,baylor-bears,oklahoma-state-cowboys,clemson-tigers,texas-longhorns,lsu-tigers,virginia-tech-hokies
bryce-miller,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,florida-gators,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,oklahoma-sooners,ohio-state-buckeyes,notre-dame-fighting-irish,arkansas-razorbacks,michigan-wolverines,ole-miss-rebels,michigan-state-spartans,texas-am-aggies,coastal-carolina-chanticleers,byu-cougars,auburn-tigers,north-carolina-state-wolfpack,texas-longhorns,fresno-state-bulldogs,oklahoma-state-cowboys,clemson-tigers,ucla-bruins,san-diego-state-aztecs
cecil-hurt,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,cincinnati-bearcats,notre-dame-fighting-irish,arkansas-razorbacks,ohio-state-buckeyes,oklahoma-sooners,ole-miss-rebels,florida-gators,michigan-wolverines,byu-cougars,michigan-state-spartans,coastal-carolina-chanticleers,ucla-bruins,north-carolina-state-wolfpack,clemson-tigers,fresno-state-bulldogs,boston-college-eagles,oklahoma-state-cowboys,lsu-tigers,auburn-tigers,texas-longhorns
chris-murray,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,arkansas-razorbacks,iowa-hawkeyes,penn-state-nittany-lions,cincinnati-bearcats,notre-dame-fighting-irish,oklahoma-sooners,florida-gators,ohio-state-buckeyes,ole-miss-rebels,coastal-carolina-chanticleers,byu-cougars,fresno-state-bulldogs,oklahoma-state-cowboys,michigan-state-spartans,michigan-wolverines,texas-am-aggies,ucla-bruins,baylor-bears,maryland-terrapins,auburn-tigers,texas-longhorns,san-diego-state-aztecs
chuck-carlton,2021,5,georgia-bulldogs,alabama-crimson-tide,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,notre-dame-fighting-irish,oklahoma-sooners,cincinnati-bearcats,arkansas-razorbacks,florida-gators,ohio-state-buckeyes,ole-miss-rebels,byu-cougars,michigan-wolverines,michigan-state-spartans,texas-am-aggies,coastal-carolina-chanticleers,wake-forest-demon-deacons,north-carolina-state-wolfpack,baylor-bears,southern-methodist-mustangs,oklahoma-state-cowboys,fresno-state-bulldogs,ucla-bruins,auburn-tigers
colten-bartholomew,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,penn-state-nittany-lions,oklahoma-sooners,ohio-state-buckeyes,notre-dame-fighting-irish,iowa-hawkeyes,cincinnati-bearcats,florida-gators,arkansas-razorbacks,texas-am-aggies,ole-miss-rebels,coastal-carolina-chanticleers,michigan-wolverines,fresno-state-bulldogs,ucla-bruins,lsu-tigers,michigan-state-spartans,clemson-tigers,byu-cougars,southern-methodist-mustangs,baylor-bears,kentucky-wildcats,san-diego-state-aztecs
darren-haynes,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,oklahoma-sooners,iowa-hawkeyes,penn-state-nittany-lions,notre-dame-fighting-irish,cincinnati-bearcats,ohio-state-buckeyes,florida-gators,arkansas-razorbacks,texas-am-aggies,ole-miss-rebels,byu-cougars,coastal-carolina-chanticleers,michigan-wolverines,fresno-state-bulldogs,michigan-state-spartans,iowa-state-cyclones,clemson-tigers,auburn-tigers,ucla-bruins,baylor-bears,maryland-terrapins,oklahoma-state-cowboys
dave-reardon,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,oklahoma-sooners,cincinnati-bearcats,arkansas-razorbacks,ohio-state-buckeyes,florida-gators,notre-dame-fighting-irish,michigan-state-spartans,ole-miss-rebels,coastal-carolina-chanticleers,byu-cougars,michigan-wolverines,texas-am-aggies,kentucky-wildcats,fresno-state-bulldogs,ucla-bruins,baylor-bears,oklahoma-state-cowboys,auburn-tigers,texas-longhorns,maryland-terrapins
david-briggs,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,oklahoma-sooners,notre-dame-fighting-irish,cincinnati-bearcats,arkansas-razorbacks,florida-gators,ohio-state-buckeyes,ole-miss-rebels,byu-cougars,coastal-carolina-chanticleers,michigan-state-spartans,michigan-wolverines,texas-am-aggies,fresno-state-bulldogs,baylor-bears,oklahoma-state-cowboys,ucla-bruins,north-carolina-state-wolfpack,boston-college-eagles,wake-forest-demon-deacons,san-diego-state-aztecs
david-jablonski,2021,5,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,cincinnati-bearcats,oregon-ducks,penn-state-nittany-lions,iowa-hawkeyes,notre-dame-fighting-irish,arkansas-razorbacks,michigan-state-spartans,byu-cougars,michigan-wolverines,ohio-state-buckeyes,florida-gators,coastal-carolina-chanticleers,oklahoma-state-cowboys,texas-am-aggies,kentucky-wildcats,ole-miss-rebels,virginia-tech-hokies,baylor-bears,fresno-state-bulldogs,louisville-cardinals,north-carolina-state-wolfpack,wake-forest-demon-deacons
don-williams,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,florida-gators,ohio-state-buckeyes,arkansas-razorbacks,ole-miss-rebels,oklahoma-sooners,cincinnati-bearcats,byu-cougars,notre-dame-fighting-irish,michigan-wolverines,texas-am-aggies,auburn-tigers,texas-longhorns,fresno-state-bulldogs,arizona-state-sun-devils,michigan-state-spartans,oklahoma-state-cowboys,wake-forest-demon-deacons,north-carolina-state-wolfpack,ucla-bruins,san-diego-state-aztecs
dylan-sinn,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,penn-state-nittany-lions,florida-gators,oklahoma-sooners,notre-dame-fighting-irish,iowa-hawkeyes,cincinnati-bearcats,ohio-state-buckeyes,arkansas-razorbacks,coastal-carolina-chanticleers,ole-miss-rebels,byu-cougars,fresno-state-bulldogs,auburn-tigers,ucla-bruins,wake-forest-demon-deacons,oklahoma-state-cowboys,baylor-bears,texas-am-aggies,north-carolina-state-wolfpack,michigan-state-spartans,arizona-state-sun-devils,san-diego-state-aztecs
eric-hansen,2021,5,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,oklahoma-sooners,cincinnati-bearcats,iowa-hawkeyes,notre-dame-fighting-irish,arkansas-razorbacks,penn-state-nittany-lions,ohio-state-buckeyes,florida-gators,ole-miss-rebels,byu-cougars,texas-am-aggies,fresno-state-bulldogs,michigan-wolverines,michigan-state-spartans,boston-college-eagles,wake-forest-demon-deacons,baylor-bears,north-carolina-state-wolfpack,clemson-tigers,ucla-bruins,san-diego-state-aztecs,virginia-tech-hokies
