TeamA,TeamB,A>B,B>A
alabama-crimson-tide,auburn-tigers,61,0
alabama-crimson-tide,clemson-tigers,61,0
alabama-crimson-tide,florida-state-seminoles,61,0
alabama-crimson-tide,georgia-bulldogs,61,0
alabama-crimson-tide,georgia-tech-yellow-jackets,61,0
alabama-crimson-tide,iowa-hawkeyes,61,0
alabama-crimson-tide,iowa-state-cyclones,61,0
alabama-crimson-tide,kentucky-wildcats,61,0
alabama-crimson-tide,lsu-tigers,61,0
alabama-crimson-tide,marshall-thundering-herd,61,0
alabama-crimson-tide,memphis-tigers,61,0
alabama-crimson-tide,miami-fl-hurricanes,61,0
alabama-crimson-tide,michigan-state-spartans,61,0
alabama-crimson-tide,michigan-wolverines,61,0
alabama-crimson-tide,mississippi-state-bulldogs,61,0
alabama-crimson-tide,navy-midshipmen,61,0
alabama-crimson-tide,north-carolina-state-wolfpack,61,0
alabama-crimson-tide,notre-dame-fighting-irish,61,0
alabama-crimson-tide,ohio-state-buckeyes,61,0
alabama-crimson-tide,oklahoma-sooners,61,0
alabama-crimson-tide,oklahoma-state-cowboys,61,0
alabama-crimson-tide,penn-state-nittany-lions,61,0
alabama-crimson-tide,san-diego-state-aztecs,61,0
alabama-crimson-tide,south-carolina-gamecocks,61,0
alabama-crimson-tide,south-florida-bulls,61,0
alabama-crimson-tide,stanford-cardinal,61,0
alabama-crimson-tide,tcu-horned-frogs,61,0
alabama-crimson-tide,texas-am-aggies,61,0
alabama-crimson-tide,texas-tech-red-raiders,61,0
alabama-crimson-tide,ucf-knights,61,0
alabama-crimson-tide,usc-trojans,61,0
alabama-crimson-tide,utah-utes,61,0
alabama-crimson-tide,virginia-cavaliers,61,0
alabama-crimson-tide,virginia-tech-hokies,61,0
alabama-crimson-tide,washington-huskies,61,0
alabama-crimson-tide,washington-state-cougars,61,0
alabama-crimson-tide,west-virginia-mountaineers,61,0
alabama-crimson-tide,wisconsin-badgers,61,0
auburn-tigers,clemson-tigers,0,61
auburn-tigers,florida-state-seminoles,61,0
auburn-tigers,georgia-bulldogs,0,61
auburn-tigers,georgia-tech-yellow-jackets,61,0
auburn-tigers,iowa-hawkeyes,61,0
auburn-tigers,iowa-state-cyclones,60,1
auburn-tigers,kentucky-wildcats,61,0
auburn-tigers,lsu-tigers,40,21
auburn-tigers,marshall-thundering-herd,61,0
auburn-tigers,memphis-tigers,57,4
auburn-tigers,miami-fl-hurricanes,0,61
auburn-tigers,michigan-state-spartans,10,51
auburn-tigers,michigan-wolverines,9,52
auburn-tigers,mississippi-state-bulldogs,61,0
auburn-tigers,navy-midshipmen,61,0
auburn-tigers,north-carolina-state-wolfpack,9,52
auburn-tigers,notre-dame-fighting-irish,1,60
auburn-tigers,ohio-state-buckeyes,0,61
auburn-tigers,oklahoma-sooners,0,61
auburn-tigers,oklahoma-state-cowboys,0,61
auburn-tigers,penn-state-nittany-lions,0,61
auburn-tigers,san-diego-state-aztecs,57,4
auburn-tigers,south-carolina-gamecocks,61,0
auburn-tigers,south-florida-bulls,11,50
auburn-tigers,stanford-cardinal,31,30
auburn-tigers,tcu-horned-frogs,0,61
auburn-tigers,texas-am-aggies,59,2
auburn-tigers,texas-tech-red-raiders,61,0
auburn-tigers,ucf-knights,20,41
auburn-tigers,usc-trojans,1,60
auburn-tigers,utah-utes,60,1
auburn-tigers,virginia-cavaliers,60,1
auburn-tigers,virginia-tech-hokies,3,58
auburn-tigers,washington-huskies,1,60
auburn-tigers,washington-state-cougars,14,47
auburn-tigers,west-virginia-mountaineers,44,17
auburn-tigers,wisconsin-badgers,0,61
clemson-tigers,florida-state-seminoles,61,0
clemson-tigers,georgia-bulldogs,0,61
clemson-tigers,georgia-tech-yellow-jackets,61,0
clemson-tigers,iowa-hawkeyes,61,0
clemson-tigers,iowa-state-cyclones,61,0
clemson-tigers,kentucky-wildcats,61,0
clemson-tigers,lsu-tigers,61,0
clemson-tigers,marshall-thundering-herd,61,0
clemson-tigers,memphis-tigers,61,0
clemson-tigers,miami-fl-hurricanes,29,32
clemson-tigers,michigan-state-spartans,60,1
clemson-tigers,michigan-wolverines,60,1
clemson-tigers,mississippi-state-bulldogs,61,0
clemson-tigers,navy-midshipmen,61,0
clemson-tigers,north-carolina-state-wolfpack,61,0
clemson-tigers,notre-dame-fighting-irish,58,3
clemson-tigers,ohio-state-buckeyes,17,44
clemson-tigers,oklahoma-sooners,41,20
clemson-tigers,oklahoma-state-cowboys,52,9
clemson-tigers,penn-state-nittany-lions,0,61
clemson-tigers,san-diego-state-aztecs,61,0
clemson-tigers,south-carolina-gamecocks,61,0
clemson-tigers,south-florida-bulls,60,1
clemson-tigers,stanford-cardinal,61,0
clemson-tigers,tcu-horned-frogs,2,59
clemson-tigers,texas-am-aggies,61,0
clemson-tigers,texas-tech-red-raiders,61,0
clemson-tigers,ucf-knights,61,0
clemson-tigers,usc-trojans,53,8
clemson-tigers,utah-utes,61,0
clemson-tigers,virginia-cavaliers,61,0
clemson-tigers,virginia-tech-hokies,61,0
clemson-tigers,washington-huskies,60,1
clemson-tigers,washington-state-cougars,61,0
clemson-tigers,west-virginia-mountaineers,61,0
clemson-tigers,wisconsin-badgers,15,46
florida-state-seminoles,georgia-bulldogs,0,61
florida-state-seminoles,georgia-tech-yellow-jackets,1,1
florida-state-seminoles,iowa-hawkeyes,1,1
florida-state-seminoles,iowa-state-cyclones,1,9
florida-state-seminoles,kentucky-wildcats,1,3
florida-state-seminoles,lsu-tigers,0,30
florida-state-seminoles,marshall-thundering-herd,1,1
florida-state-seminoles,memphis-tigers,1,31
florida-state-seminoles,miami-fl-hurricanes,0,61
florida-state-seminoles,michigan-state-spartans,0,61
florida-state-seminoles,michigan-wolverines,0,61
florida-state-seminoles,mississippi-state-bulldogs,1,2
florida-state-seminoles,navy-midshipmen,1,1
florida-state-seminoles,north-carolina-state-wolfpack,0,61
florida-state-seminoles,notre-dame-fighting-irish,0,61
florida-state-seminoles,ohio-state-buckeyes,0,61
florida-state-seminoles,oklahoma-sooners,0,61
florida-state-seminoles,oklahoma-state-cowboys,0,61
