Player,Borda Points
Kershaw,355
Stanton,298
McCutchen,271
Lucroy,167
Rendon,155
Posey,152
Gonzalez,57
Wainwright,53
Harrison,52
Rizzo,37
Pence,34
Cueto,22
Martin,21
Peralta,17
Holliday,17
Gomez,13
Upton,10
Werth,9
Puig,8
Span,8
Mesoraco,5
Duda,3
Freeman,2
Morneau,2
Tulowitzki,1
Gordon,1
