Teams,Borda Points
alabama-crimson-tide,1535
michigan-wolverines,1480
georgia-bulldogs,1408
cincinnati-bearcats,1404
notre-dame-fighting-irish,1280
baylor-bears,1228
ohio-state-buckeyes,1177
ole-miss-rebels,1101
oklahoma-state-cowboys,1060
utah-utes,929
michigan-state-spartans,895
byu-cougars,854
pittsburgh-panthers,838
oklahoma-sooners,807
oregon-ducks,595
louisiana-lafayette-ragin-cajuns,480
iowa-hawkeyes,447
north-carolina-state-wolfpack,405
clemson-tigers,396
wake-forest-demon-deacons,394
houston-cougars,359
arkansas-razorbacks,280
texas-am-aggies,172
utsa-roadrunners,147
kentucky-wildcats,131
utah-state-aggies,109
wisconsin-badgers,66
san-diego-state-aztecs,63
minnesota-golden-gophers,38
purdue-boilermakers,36
appalachian-state-mountaineers,9
army-west-point-black-knights,7
mississippi-state-bulldogs,4
penn-state-nittany-lions,4
northern-illinois-huskies,1
