Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,louisville-cardinals,michigan-wolverines,washington-huskies,wisconsin-badgers,oklahoma-sooners,utah-utes,colorado-buffaloes,west-virginia-mountaineers,washington-state-cougars,penn-state-nittany-lions,usc-trojans,nebraska-cornhuskers,florida-gators,auburn-tigers,florida-state-seminoles,lsu-tigers,oklahoma-state-cowboys,western-michigan-broncos,boise-state-broncos,texas-am-aggies,san-diego-state-aztecs,troy-trojans
adam-zucker,2016,12,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,louisville-cardinals,washington-huskies,penn-state-nittany-lions,wisconsin-badgers,west-virginia-mountaineers,oklahoma-sooners,utah-utes,usc-trojans,colorado-buffaloes,lsu-tigers,florida-state-seminoles,oklahoma-state-cowboys,washington-state-cougars,nebraska-cornhuskers,texas-am-aggies,auburn-tigers,florida-gators,western-michigan-broncos,troy-trojans,boise-state-broncos,south-florida-bulls
andy-greder,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,wisconsin-badgers,oklahoma-sooners,washington-huskies,michigan-wolverines,clemson-tigers,lsu-tigers,oklahoma-state-cowboys,florida-state-seminoles,utah-utes,western-michigan-broncos,florida-gators,auburn-tigers,penn-state-nittany-lions,nebraska-cornhuskers,usc-trojans,colorado-buffaloes,texas-am-aggies,west-virginia-mountaineers,washington-state-cougars,boise-state-broncos,san-diego-state-aztecs,north-carolina-tar-heels
bill-landis,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,louisville-cardinals,penn-state-nittany-lions,wisconsin-badgers,oklahoma-sooners,colorado-buffaloes,utah-utes,oklahoma-state-cowboys,west-virginia-mountaineers,usc-trojans,florida-state-seminoles,washington-state-cougars,nebraska-cornhuskers,western-michigan-broncos,texas-am-aggies,auburn-tigers,lsu-tigers,boise-state-broncos,troy-trojans,navy-midshipmen,san-diego-state-aztecs
bob-asmussen,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,michigan-wolverines,wisconsin-badgers,clemson-tigers,washington-huskies,oklahoma-sooners,oklahoma-state-cowboys,western-michigan-broncos,west-virginia-mountaineers,penn-state-nittany-lions,nebraska-cornhuskers,colorado-buffaloes,florida-gators,washington-state-cougars,usc-trojans,florida-state-seminoles,houston-cougars,utah-utes,boise-state-broncos,lsu-tigers,auburn-tigers,san-diego-state-aztecs,texas-am-aggies
brent-axe,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,louisville-cardinals,michigan-wolverines,wisconsin-badgers,washington-huskies,penn-state-nittany-lions,oklahoma-sooners,oklahoma-state-cowboys,west-virginia-mountaineers,western-michigan-broncos,boise-state-broncos,washington-state-cougars,colorado-buffaloes,utah-utes,usc-trojans,florida-gators,texas-am-aggies,auburn-tigers,nebraska-cornhuskers,florida-state-seminoles,lsu-tigers,san-diego-state-aztecs,troy-trojans
brett-mcmurphy,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,louisville-cardinals,wisconsin-badgers,penn-state-nittany-lions,washington-huskies,oklahoma-sooners,west-virginia-mountaineers,colorado-buffaloes,utah-utes,nebraska-cornhuskers,western-michigan-broncos,oklahoma-state-cowboys,washington-state-cougars,usc-trojans,lsu-tigers,auburn-tigers,boise-state-broncos,florida-state-seminoles,florida-gators,san-diego-state-aztecs,south-florida-bulls,troy-trojans
brian-howell,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,michigan-wolverines,wisconsin-badgers,oklahoma-sooners,clemson-tigers,washington-huskies,penn-state-nittany-lions,oklahoma-state-cowboys,west-virginia-mountaineers,utah-utes,colorado-buffaloes,western-michigan-broncos,usc-trojans,washington-state-cougars,florida-state-seminoles,auburn-tigers,lsu-tigers,florida-gators,texas-am-aggies,north-carolina-tar-heels,nebraska-cornhuskers,houston-cougars,san-diego-state-aztecs
chris-murray,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,louisville-cardinals,washington-huskies,wisconsin-badgers,oklahoma-sooners,west-virginia-mountaineers,utah-utes,penn-state-nittany-lions,western-michigan-broncos,florida-state-seminoles,colorado-buffaloes,oklahoma-state-cowboys,usc-trojans,florida-gators,texas-am-aggies,auburn-tigers,lsu-tigers,boise-state-broncos,nebraska-cornhuskers,san-diego-state-aztecs,washington-state-cougars,houston-cougars
chuck-carlton,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,clemson-tigers,michigan-wolverines,washington-huskies,wisconsin-badgers,oklahoma-sooners,west-virginia-mountaineers,oklahoma-state-cowboys,colorado-buffaloes,utah-utes,penn-state-nittany-lions,usc-trojans,western-kentucky-hilltoppers,nebraska-cornhuskers,lsu-tigers,washington-state-cougars,auburn-tigers,texas-am-aggies,boise-state-broncos,florida-state-seminoles,san-diego-state-aztecs,florida-gators,troy-trojans
dana-sulonen,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,michigan-wolverines,clemson-tigers,wisconsin-badgers,oklahoma-sooners,washington-huskies,west-virginia-mountaineers,penn-state-nittany-lions,colorado-buffaloes,oklahoma-state-cowboys,nebraska-cornhuskers,western-michigan-broncos,utah-utes,usc-trojans,florida-state-seminoles,auburn-tigers,lsu-tigers,washington-state-cougars,texas-am-aggies,florida-gators,boise-state-broncos,virginia-tech-hokies,troy-trojans
dave-southorn,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,louisville-cardinals,michigan-wolverines,washington-huskies,wisconsin-badgers,oklahoma-sooners,west-virginia-mountaineers,western-michigan-broncos,penn-state-nittany-lions,nebraska-cornhuskers,colorado-buffaloes,utah-utes,lsu-tigers,auburn-tigers,florida-gators,usc-trojans,boise-state-broncos,washington-state-cougars,oklahoma-state-cowboys,florida-state-seminoles,san-diego-state-aztecs,troy-trojans,texas-am-aggies
david-briggs,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,louisville-cardinals,wisconsin-badgers,washington-huskies,oklahoma-sooners,penn-state-nittany-lions,utah-utes,west-virginia-mountaineers,western-michigan-broncos,colorado-buffaloes,usc-trojans,lsu-tigers,oklahoma-state-cowboys,florida-state-seminoles,nebraska-cornhuskers,auburn-tigers,boise-state-broncos,washington-state-cougars,florida-gators,san-diego-state-aztecs,texas-am-aggies,troy-trojans
ed-daigneault,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,michigan-wolverines,wisconsin-badgers,clemson-tigers,washington-huskies,oklahoma-sooners,penn-state-nittany-lions,west-virginia-mountaineers,utah-utes,auburn-tigers,western-michigan-broncos,colorado-buffaloes,oklahoma-state-cowboys,texas-am-aggies,florida-gators,nebraska-cornhuskers,washington-state-cougars,florida-state-seminoles,usc-trojans,lsu-tigers,north-carolina-tar-heels,boise-state-broncos,virginia-tech-hokies
ed-johnson,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,clemson-tigers,michigan-wolverines,wisconsin-badgers,washington-huskies,penn-state-nittany-lions,florida-state-seminoles,lsu-tigers,oklahoma-sooners,nebraska-cornhuskers,auburn-tigers,west-virginia-mountaineers,utah-utes,florida-gators,usc-trojans,colorado-buffaloes,oklahoma-state-cowboys,texas-am-aggies,boise-state-broncos,washington-state-cougars,western-michigan-broncos,virginia-tech-hokies,troy-trojans
eric-hansen,2016,12,alabama-crimson-tide,ohio-state-buckeyes,louisville-cardinals,michigan-wolverines,wisconsin-badgers,clemson-tigers,washington-huskies,penn-state-nittany-lions,usc-trojans,oklahoma-sooners,utah-utes,florida-state-seminoles,western-michigan-broncos,auburn-tigers,nebraska-cornhuskers,houston-cougars,colorado-buffaloes,lsu-tigers,west-virginia-mountaineers,texas-am-aggies,washington-state-cougars,oklahoma-state-cowboys,tennessee-volunteers,florida-gators,stanford-cardinal
ferd-lewis,2016,12,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,louisville-cardinals,michigan-wolverines,wisconsin-badgers,washington-huskies,oklahoma-sooners,west-virginia-mountaineers,penn-state-nittany-lions,utah-utes,western-michigan-broncos,colorado-buffaloes,oklahoma-state-cowboys,usc-trojans,nebraska-cornhuskers,texas-am-aggies,auburn-tigers,florida-state-seminoles,lsu-tigers,florida-gators,boise-state-broncos,washington-state-cougars,virginia-tech-hokies,north-carolina-tar-heels
garland-gillen,2016,12,alabama-crimson-tide,louisville-cardinals,ohio-state-buckeyes,michigan-wolverines,wisconsin-badgers,clemson-tigers,penn-state-nittany-lions,oklahoma-sooners,usc-trojans,washington-huskies,colorado-buffaloes,western-michigan-broncos,oklahoma-state-cowboys,west-virginia-mountaineers,auburn-tigers,lsu-tigers,florida-state-seminoles,utah-utes,florida-gators,texas-am-aggies,washington-state-cougars,nebraska-cornhuskers,san-diego-state-aztecs,boise-state-broncos,troy-trojans
