Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2016,3,alabama-crimson-tide,florida-state-seminoles,houston-cougars,clemson-tigers,ohio-state-buckeyes,michigan-wolverines,stanford-cardinal,wisconsin-badgers,texas-longhorns,notre-dame-fighting-irish,michigan-state-spartans,oklahoma-sooners,louisville-cardinals,washington-huskies,baylor-bears,iowa-hawkeyes,utah-utes,tennessee-volunteers,san-diego-state-aztecs,georgia-bulldogs,oregon-ducks,ole-miss-rebels,lsu-tigers,texas-am-aggies,nebraska-cornhuskers
adam-zucker,2016,3,alabama-crimson-tide,florida-state-seminoles,ohio-state-buckeyes,houston-cougars,michigan-wolverines,clemson-tigers,stanford-cardinal,michigan-state-spartans,louisville-cardinals,washington-huskies,wisconsin-badgers,texas-longhorns,iowa-hawkeyes,georgia-bulldogs,oklahoma-sooners,texas-am-aggies,notre-dame-fighting-irish,arkansas-razorbacks,tennessee-volunteers,ole-miss-rebels,oregon-ducks,pittsburgh-panthers,lsu-tigers,san-diego-state-aztecs,florida-gators
andy-greder,2016,3,alabama-crimson-tide,florida-state-seminoles,ohio-state-buckeyes,michigan-wolverines,stanford-cardinal,clemson-tigers,michigan-state-spartans,houston-cougars,oklahoma-sooners,lsu-tigers,tennessee-volunteers,iowa-hawkeyes,notre-dame-fighting-irish,ole-miss-rebels,oregon-ducks,baylor-bears,florida-gators,washington-huskies,louisville-cardinals,wisconsin-badgers,texas-longhorns,georgia-bulldogs,texas-am-aggies,oklahoma-state-cowboys,north-carolina-tar-heels
bill-landis,2016,3,alabama-crimson-tide,houston-cougars,florida-state-seminoles,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,texas-longhorns,washington-huskies,louisville-cardinals,arkansas-razorbacks,texas-am-aggies,stanford-cardinal,iowa-hawkeyes,oklahoma-sooners,ole-miss-rebels,oregon-ducks,georgia-bulldogs,tennessee-volunteers,michigan-state-spartans,lsu-tigers,notre-dame-fighting-irish,miami-fl-hurricanes,baylor-bears,utah-utes
bob-asmussen,2016,3,alabama-crimson-tide,ohio-state-buckeyes,florida-state-seminoles,clemson-tigers,michigan-wolverines,houston-cougars,georgia-bulldogs,oklahoma-sooners,wisconsin-badgers,stanford-cardinal,lsu-tigers,washington-huskies,michigan-state-spartans,texas-longhorns,louisville-cardinals,notre-dame-fighting-irish,tennessee-volunteers,texas-am-aggies,iowa-hawkeyes,ole-miss-rebels,florida-gators,baylor-bears,oregon-ducks,miami-fl-hurricanes,arkansas-razorbacks
brent-axe,2016,3,alabama-crimson-tide,florida-state-seminoles,ohio-state-buckeyes,clemson-tigers,houston-cougars,michigan-wolverines,stanford-cardinal,texas-longhorns,wisconsin-badgers,washington-huskies,texas-am-aggies,louisville-cardinals,georgia-bulldogs,iowa-hawkeyes,michigan-state-spartans,tennessee-volunteers,notre-dame-fighting-irish,lsu-tigers,oklahoma-sooners,baylor-bears,florida-gators,oregon-ducks,arkansas-razorbacks,ole-miss-rebels,tcu-horned-frogs
brett-mcmurphy,2016,3,alabama-crimson-tide,florida-state-seminoles,houston-cougars,ohio-state-buckeyes,texas-longhorns,clemson-tigers,wisconsin-badgers,michigan-wolverines,stanford-cardinal,notre-dame-fighting-irish,washington-huskies,texas-am-aggies,louisville-cardinals,ole-miss-rebels,michigan-state-spartans,oregon-ducks,miami-fl-hurricanes,tennessee-volunteers,georgia-bulldogs,arkansas-razorbacks,oklahoma-sooners,iowa-hawkeyes,san-diego-state-aztecs,lsu-tigers,north-carolina-tar-heels
brian-howell,2016,3,alabama-crimson-tide,florida-state-seminoles,clemson-tigers,ohio-state-buckeyes,michigan-wolverines,stanford-cardinal,tennessee-volunteers,houston-cougars,oklahoma-sooners,michigan-state-spartans,washington-huskies,ole-miss-rebels,texas-longhorns,notre-dame-fighting-irish,baylor-bears,miami-fl-hurricanes,wisconsin-badgers,lsu-tigers,san-diego-state-aztecs,texas-am-aggies,iowa-hawkeyes,louisville-cardinals,arkansas-razorbacks,georgia-bulldogs,tcu-horned-frogs
chris-murray,2016,3,alabama-crimson-tide,florida-state-seminoles,houston-cougars,ohio-state-buckeyes,clemson-tigers,stanford-cardinal,michigan-wolverines,michigan-state-spartans,texas-longhorns,washington-huskies,louisville-cardinals,utah-utes,georgia-bulldogs,wisconsin-badgers,notre-dame-fighting-irish,tennessee-volunteers,texas-am-aggies,arkansas-razorbacks,iowa-hawkeyes,oklahoma-sooners,ole-miss-rebels,baylor-bears,san-diego-state-aztecs,oregon-ducks,tcu-horned-frogs
chuck-carlton,2016,3,alabama-crimson-tide,florida-state-seminoles,michigan-wolverines,ohio-state-buckeyes,clemson-tigers,houston-cougars,stanford-cardinal,michigan-state-spartans,washington-huskies,louisville-cardinals,iowa-hawkeyes,georgia-bulldogs,texas-am-aggies,wisconsin-badgers,texas-longhorns,oklahoma-sooners,tennessee-volunteers,utah-utes,lsu-tigers,notre-dame-fighting-irish,baylor-bears,oregon-ducks,ole-miss-rebels,florida-gators,tcu-horned-frogs
