Player,Borda Points
Posey,154
Braun,113
McCutchen,86
Molina,84
Headley,11
Kimbrel,7
Wright,7
LaRoche,6
Bruce,5
Holliday,2
Ramirez,1
Gonzalez,1
Bourn,1
Zimmerman,1
Beltran,1
Medlen,0
Harper,0
Chapman,0
Kershaw,0
Dickey,0
Cueto,0
Hill,0
Craig,0
Phillips,0
Soriano,0
Pence,0
Prado,0
Desmond,0
Votto,0
Stanton,0
Ruiz,0
Heyward,0
Montero,0
Pagan,0
Jones,0
