Player,Borda Points
Donaldson,143
Trout,126
Cain,76
Machado,39
Keuchel,14
Cruz,13
Beltre,9
Price,8
Bautista,8
Cabrera,4
Fielder,4
Kipnis,3
Morales,2
Encarnacion,1
DavisC,0
Altuve,0
Martinez,0
Kinsler,0
Kiermaier,0
Betts,0
Hosmer,0
Ortiz,0
Abreu,0
Brantley,0
Martin,0
DavisW,0
Sale,0
McCann,0
Dozier,0
Rodriguez,0
Moustakas,0
Correa,0
Teixeira,0
