Player,Borda Points
Yelich,149
Baez,100
Arenado,59
Freeman,43
DeGrom,42
Story,13
Carpenter,12
Cain,11
Goldschmidt,10
Scherzer,10
AcunaJr,1
Markakis,0
Nola,0
Muncy,0
Rizzo,0
Turner,0
Rendon,0
Suarez,0
Aguilar,0
