Player,Borda Points
Stanton,112
Votto,110
Goldschmidt,75
Arenado,72
Blackmon,55
Bryant,13
Rendon,11
Scherzer,1
Rizzo,1
Pham,0
Seager,0
Turner,0
Harper,0
Bellinger,0
Murphy,0
Martinez,0
Ozuna,0
Zimmerman,0
Kershaw,0
Jansen,0
Greinke,0
Bradley,0
