Player,Borda Points
Ohtani,150
GuerreroJr,119
Semien,82
Judge,28
Correa,28
Ramirez,16
Perez,16
Olson,6
Mullins,4
Devers,1
Zunino,0
Lowe,0
Cole,0
Ray,0
Bogaerts,0
Abreu,0
Meadows,0
Altuve,0
Bichette,0
Haniger,0
Tucker,0
Eovaldi,0
Hernandez,0
