Player,Borda Points
Kershaw,133
Stanton,116
McCutchen,105
Lucroy,36
Posey,24
Rendon,21
Gonzalez,6
Harrison,2
Cueto,2
Span,2
Wainwright,1
Pence,1
Holliday,1
Rizzo,0
Martin,0
Mesoraco,0
Werth,0
Gomez,0
Peralta,0
Upton,0
Puig,0
Duda,0
Tulowitzki,0
Gordon,0
Freeman,0
Morneau,0
