Player,Borda Points
Trout,137
Bregman,133
Semien,78
LeMahieu,45
Bogaerts,22
Verlander,8
Cole,8
Cruz,4
Springer,4
Devers,3
Betts,3
Chapman,2
Torres,1
Lindor,1
Meadows,1
Abreu,0
Rosario,0
Moncada,0
Santana,0
Soler,0
Kepler,0
Polanco,0
Martinez,0
Olson,0
Morton,0
