Player,Borda Points
Cabrera,134
Trout,117
Beltre,71
Cano,39
Jones,14
Jeter,13
Hamilton,12
Verlander,7
Johnson,5
Price,3
Encarnacion,2
Fielder,1
Cespedes,1
Rios,1
Zobrist,0
Rodney,0
Mauer,0
Pujols,0
Reddick,0
Ibanez,0
Hernandez,0
Wieters,0
Weaver,0
Soriano,0
