Player,Borda Points
Altuve,147
Judge,121
Ramirez,83
Trout,57
Lindor,20
Betts,10
Kluber,7
Cruz,2
Simmons,1
Dozier,1
Sale,1
Schoop,0
Correa,0
Springer,0
Abreu,0
Hosmer,0
Gregorius,0
Upton,0
Buxton,0
Gonzalez,0
Sanchez,0
Encarnacion,0
DavisC,0
Donaldson,0
