Player,Borda Points
Cabrera,143
Trout,113
DavisC,79
Donaldson,68
Cano,22
Pedroia,7
Ortiz,5
Longoria,4
Scherzer,3
Beltre,2
Machado,2
Jones,1
Kipnis,1
Hunter,0
Encarnacion,0
Uehara,0
Victorino,0
Holland,0
Crisp,0
Darvish,0
Iwakuma,0
Perez,0
Santana,0
Ellsbury,0
Hernandez,0
