Player,Borda Points
Goldschmidt,142
Machado,113
Arenado,80
Freeman,71
Betts,19
Alonso,6
Riley,5
Alcantara,5
Realmuto,3
Urias,3
Turner,2
Lindor,1
HarrisII,0
Swanson,0
Diaz,0
Bard,0
Marte,0
Schwarber,0
McNeil,0
