Player,Borda Points
Freeman,148
Betts,110
Machado,72
Tatis,56
Soto,38
Ozuna,19
Turner,4
Yastrzemski,2
Bauer,1
Fried,0
AcunaJr,0
Seager,0
Swanson,0
Belt,0
Darvish,0
Smith,0
Goldschmidt,0
Williams,0
Story,0
Happ,0
Myers,0
Tepera,0
