Player,Borda Points
Bellinger,136
Yelich,127
Rendon,88
Marte,49
AcunaJr,20
Freeman,13
Arenado,11
DeGrom,4
Alonso,2
Soto,0
Donaldson,0
Flaherty,0
Story,0
Muncy,0
Realmuto,0
Suarez,0
Wong,0
Grandal,0
Strasburg,0
Scherzer,0
Ryu,0
Goldschmidt,0
Pillar,0
