Player,Borda Points
Harper,130
Soto,101
Tatis,86
Crawford,53
Turner,49
Goldschmidt,14
Riley,6
ONeill,5
Castellanos,2
Freeman,1
Scherzer,1
Albies,1
Burnes,1
Muncy,0
Votto,0
Wheeler,0
Reynolds,0
Machado,0
Adames,0
Gausman,0
WadeJr,0
Posey,0
Wainwright,0
