Teams,Borda Points
alabama-crimson-tide,1503
lsu-tigers,1449
clemson-tigers,1427
ohio-state-buckeyes,1404
oklahoma-sooners,1333
wisconsin-badgers,1245
penn-state-nittany-lions,1129
notre-dame-fighting-irish,1042
florida-gators,1041
georgia-bulldogs,995
auburn-tigers,985
oregon-ducks,906
utah-utes,734
boise-state-broncos,722
texas-longhorns,681
michigan-wolverines,658
arizona-state-sun-devils,542
southern-methodist-mustangs,432
minnesota-golden-gophers,375
cincinnati-bearcats,356
missouri-tigers,278
iowa-hawkeyes,248
appalachian-state-mountaineers,189
washington-huskies,140
tulane-green-wave,78
iowa-state-cyclones,50
temple-owls,42
wake-forest-demon-deacons,36
california-golden-bears,23
virginia-cavaliers,13
memphis-tigers,8
south-carolina-gamecocks,5
ucf-knights,5
usc-trojans,5
texas-am-aggies,4
san-diego-state-aztecs,3
louisiana-tech-bulldogs,2
