Teams,Borda Points
lsu-tigers,1476
alabama-crimson-tide,1474
ohio-state-buckeyes,1468
clemson-tigers,1406
penn-state-nittany-lions,1302
florida-gators,1226
oregon-ducks,1108
georgia-bulldogs,1093
utah-utes,1033
oklahoma-sooners,1019
auburn-tigers,921
baylor-bears,890
minnesota-golden-gophers,799
michigan-wolverines,765
notre-dame-fighting-irish,603
cincinnati-bearcats,572
wisconsin-badgers,551
iowa-hawkeyes,506
appalachian-state-mountaineers,446
boise-state-broncos,337
kansas-state-wildcats,267
wake-forest-demon-deacons,251
memphis-tigers,242
san-diego-state-aztecs,82
navy-midshipmen,65
texas-longhorns,63
ucf-knights,48
washington-huskies,22
texas-am-aggies,16
usc-trojans,15
louisiana-tech-bulldogs,9
indiana-hoosiers,5
pittsburgh-panthers,2
north-dakota-state-bison,2
iowa-state-cyclones,2
oklahoma-state-cowboys,2
