Teams,Borda Points
lsu-tigers,1542
ohio-state-buckeyes,1478
clemson-tigers,1442
georgia-bulldogs,1343
alabama-crimson-tide,1263
oregon-ducks,1243
utah-utes,1155
oklahoma-sooners,1144
penn-state-nittany-lions,1030
florida-gators,984
minnesota-golden-gophers,902
michigan-wolverines,829
baylor-bears,787
wisconsin-badgers,747
notre-dame-fighting-irish,676
auburn-tigers,625
cincinnati-bearcats,538
memphis-tigers,520
iowa-hawkeyes,495
boise-state-broncos,380
southern-methodist-mustangs,331
oklahoma-state-cowboys,218
texas-am-aggies,147
virginia-tech-hokies,77
indiana-hoosiers,60
iowa-state-cyclones,37
virginia-cavaliers,26
navy-midshipmen,19
air-force-falcons,16
pittsburgh-panthers,13
san-diego-state-aztecs,8
usc-trojans,8
washington-huskies,6
texas-longhorns,4
north-dakota-state-bison,2
illinois-fighting-illini,2
