Teams,Borda Points
lsu-tigers,1528
ohio-state-buckeyes,1498
clemson-tigers,1437
georgia-bulldogs,1356
utah-utes,1275
oklahoma-sooners,1257
florida-gators,1135
baylor-bears,1074
alabama-crimson-tide,995
wisconsin-badgers,972
auburn-tigers,958
penn-state-nittany-lions,892
oregon-ducks,800
notre-dame-fighting-irish,737
minnesota-golden-gophers,690
memphis-tigers,618
michigan-wolverines,618
iowa-hawkeyes,551
appalachian-state-mountaineers,346
cincinnati-bearcats,285
virginia-cavaliers,284
navy-midshipmen,273
usc-trojans,202
air-force-falcons,98
southern-methodist-mustangs,73
kansas-state-wildcats,51
oklahoma-state-cowboys,49
ucf-knights,9
virginia-tech-hokies,7
iowa-state-cyclones,7
arizona-state-sun-devils,5
california-golden-bears,4
washington-huskies,3
north-dakota-state-bison,2
