Teams,Borda Points
clemson-tigers,1540
alabama-crimson-tide,1496
georgia-bulldogs,1403
oklahoma-sooners,1331
ohio-state-buckeyes,1261
lsu-tigers,1199
michigan-wolverines,1164
florida-gators,1054
notre-dame-fighting-irish,1044
texas-longhorns,1006
oregon-ducks,862
texas-am-aggies,854
washington-huskies,786
utah-utes,774
penn-state-nittany-lions,654
auburn-tigers,581
ucf-knights,418
michigan-state-spartans,386
wisconsin-badgers,376
iowa-hawkeyes,343
iowa-state-cyclones,318
syracuse-orange,222
nebraska-cornhuskers,161
stanford-cardinal,157
missouri-tigers,123
army-west-point-black-knights,104
mississippi-state-bulldogs,91
miami-fl-hurricanes,74
northwestern-wildcats,74
tcu-horned-frogs,61
virginia-cavaliers,49
boise-state-broncos,41
cincinnati-bearcats,18
south-carolina-gamecocks,15
virginia-tech-hokies,13
utah-state-aggies,10
minnesota-golden-gophers,9
fresno-state-bulldogs,8
memphis-tigers,6
appalachian-state-mountaineers,6
uab-blazers,4
west-virginia-mountaineers,3
oklahoma-state-cowboys,3
arizona-state-sun-devils,3
usc-trojans,2
arizona-wildcats,2
