Teams,Borda Points
alabama-crimson-tide,1478
clemson-tigers,1426
georgia-bulldogs,1375
ohio-state-buckeyes,1324
lsu-tigers,1322
oklahoma-sooners,1264
auburn-tigers,1186
wisconsin-badgers,1046
notre-dame-fighting-irish,996
florida-gators,986
texas-longhorns,919
penn-state-nittany-lions,878
oregon-ducks,817
iowa-hawkeyes,731
washington-huskies,608
boise-state-broncos,562
utah-utes,536
ucf-knights,358
michigan-wolverines,357
arizona-state-sun-devils,254
oklahoma-state-cowboys,223
wake-forest-demon-deacons,203
virginia-cavaliers,197
southern-methodist-mustangs,159
michigan-state-spartans,158
texas-am-aggies,154
memphis-tigers,74
appalachian-state-mountaineers,56
army-west-point-black-knights,46
missouri-tigers,27
colorado-buffaloes,21
baylor-bears,19
minnesota-golden-gophers,16
usc-trojans,10
tulane-green-wave,1
kansas-state-wildcats,1
