Teams,Borda Points
alabama-crimson-tide,1503
clemson-tigers,1433
georgia-bulldogs,1393
ohio-state-buckeyes,1393
lsu-tigers,1352
oklahoma-sooners,1268
florida-gators,1163
wisconsin-badgers,1105
notre-dame-fighting-irish,1046
penn-state-nittany-lions,958
texas-longhorns,947
auburn-tigers,920
oregon-ducks,828
boise-state-broncos,658
michigan-wolverines,630
utah-utes,629
iowa-hawkeyes,474
arizona-state-sun-devils,412
wake-forest-demon-deacons,403
southern-methodist-mustangs,319
baylor-bears,290
memphis-tigers,217
texas-am-aggies,184
cincinnati-bearcats,142
minnesota-golden-gophers,98
appalachian-state-mountaineers,76
missouri-tigers,70
washington-huskies,64
tulane-green-wave,33
california-golden-bears,21
michigan-state-spartans,19
arizona-wildcats,15
ucf-knights,13
iowa-state-cyclones,6
usc-trojans,6
pittsburgh-panthers,4
