Teams,Borda Points
clemson-tigers,1542
alabama-crimson-tide,1493
georgia-bulldogs,1407
oklahoma-sooners,1337
ohio-state-buckeyes,1270
lsu-tigers,1233
michigan-wolverines,1126
notre-dame-fighting-irish,1037
texas-longhorns,1032
auburn-tigers,958
florida-gators,940
texas-am-aggies,863
utah-utes,826
washington-huskies,768
penn-state-nittany-lions,690
oregon-ducks,569
wisconsin-badgers,521
ucf-knights,448
michigan-state-spartans,413
iowa-hawkeyes,357
syracuse-orange,255
washington-state-cougars,253
stanford-cardinal,205
boise-state-broncos,181
iowa-state-cyclones,89
virginia-cavaliers,74
tcu-horned-frogs,62
cincinnati-bearcats,52
mississippi-state-bulldogs,51
army-west-point-black-knights,36
miami-fl-hurricanes,10
oklahoma-state-cowboys,8
memphis-tigers,6
appalachian-state-mountaineers,4
arizona-state-sun-devils,4
minnesota-golden-gophers,2
usc-trojans,1
boston-college-eagles,1
north-carolina-tar-heels,1
