Teams,Borda Points
alabama-crimson-tide,1503
clemson-tigers,1433
georgia-bulldogs,1393
ohio-state-buckeyes,1393
lsu-tigers,1352
oklahoma-sooners,1268
florida-gators,1163
wisconsin-badgers,1105
notre-dame-fighting-irish,1046
penn-state-nittany-lions,958
texas-longhorns,947
auburn-tigers,920
oregon-ducks,828
boise-state-broncos,654
utah-utes,625
michigan-wolverines,618
iowa-hawkeyes,456
arizona-state-sun-devils,389
wake-forest-demon-deacons,381
virginia-cavaliers,354
southern-methodist-mustangs,286
baylor-bears,262
memphis-tigers,190
texas-am-aggies,165
cincinnati-bearcats,118
minnesota-golden-gophers,82
missouri-tigers,64
appalachian-state-mountaineers,62
washington-huskies,54
california-golden-bears,20
michigan-state-spartans,17
arizona-wildcats,11
ucf-knights,10
iowa-state-cyclones,5
usc-trojans,5
pittsburgh-panthers,3
