Teams,Borda Points
lsu-tigers,1537
ohio-state-buckeyes,1486
clemson-tigers,1440
georgia-bulldogs,1347
alabama-crimson-tide,1283
utah-utes,1231
oklahoma-sooners,1189
florida-gators,1058
minnesota-golden-gophers,997
michigan-wolverines,913
baylor-bears,912
penn-state-nittany-lions,905
wisconsin-badgers,800
oregon-ducks,787
notre-dame-fighting-irish,709
auburn-tigers,655
memphis-tigers,569
iowa-hawkeyes,543
boise-state-broncos,456
oklahoma-state-cowboys,323
appalachian-state-mountaineers,260
virginia-tech-hokies,190
navy-midshipmen,142
usc-trojans,106
iowa-state-cyclones,104
virginia-cavaliers,52
texas-am-aggies,34
air-force-falcons,34
southern-methodist-mustangs,16
arizona-state-sun-devils,6
north-dakota-state-bison,2
louisiana-lafayette-ragin-cajuns,2
