Teams,Borda Points
clemson-tigers,1544
alabama-crimson-tide,1489
georgia-bulldogs,1385
lsu-tigers,1336
oklahoma-sooners,1315
ohio-state-buckeyes,1291
notre-dame-fighting-irish,1072
auburn-tigers,1056
florida-gators,997
michigan-wolverines,936
utah-utes,905
texas-longhorns,878
penn-state-nittany-lions,781
wisconsin-badgers,714
oregon-ducks,678
texas-am-aggies,646
ucf-knights,546
michigan-state-spartans,497
iowa-hawkeyes,476
washington-state-cougars,348
maryland-terrapins,210
boise-state-broncos,170
washington-huskies,164
usc-trojans,142
virginia-cavaliers,128
iowa-state-cyclones,100
california-golden-bears,96
tcu-horned-frogs,66
north-carolina-tar-heels,51
army-west-point-black-knights,45
colorado-buffaloes,23
oklahoma-state-cowboys,21
memphis-tigers,13
arizona-state-sun-devils,4
syracuse-orange,2
appalachian-state-mountaineers,2
boston-college-eagles,2
kentucky-wildcats,2
minnesota-golden-gophers,1
