Teams,Borda Points
lsu-tigers,1479
alabama-crimson-tide,1472
ohio-state-buckeyes,1467
clemson-tigers,1406
penn-state-nittany-lions,1306
georgia-bulldogs,1196
oregon-ducks,1180
utah-utes,1090
oklahoma-sooners,1045
florida-gators,938
baylor-bears,910
auburn-tigers,902
minnesota-golden-gophers,836
michigan-wolverines,783
notre-dame-fighting-irish,593
wisconsin-badgers,586
iowa-hawkeyes,524
memphis-tigers,491
kansas-state-wildcats,409
boise-state-broncos,360
wake-forest-demon-deacons,345
southern-methodist-mustangs,303
san-diego-state-aztecs,126
navy-midshipmen,112
ucf-knights,70
texas-longhorns,47
indiana-hoosiers,41
texas-am-aggies,23
oklahoma-state-cowboys,16
louisiana-tech-bulldogs,11
appalachian-state-mountaineers,9
pittsburgh-panthers,3
washington-huskies,3
north-dakota-state-bison,2
virginia-cavaliers,2
iowa-state-cyclones,2
