Teams,Borda Points
lsu-tigers,1537
ohio-state-buckeyes,1486
clemson-tigers,1440
georgia-bulldogs,1347
alabama-crimson-tide,1283
utah-utes,1232
oklahoma-sooners,1193
florida-gators,1069
minnesota-golden-gophers,1015
baylor-bears,936
penn-state-nittany-lions,928
oregon-ducks,833
wisconsin-badgers,830
notre-dame-fighting-irish,763
auburn-tigers,693
memphis-tigers,596
cincinnati-bearcats,580
iowa-hawkeyes,572
boise-state-broncos,471
oklahoma-state-cowboys,327
appalachian-state-mountaineers,262
virginia-tech-hokies,192
navy-midshipmen,142
usc-trojans,108
iowa-state-cyclones,105
virginia-cavaliers,53
texas-am-aggies,35
air-force-falcons,34
southern-methodist-mustangs,16
arizona-state-sun-devils,6
north-dakota-state-bison,2
louisiana-lafayette-ragin-cajuns,2
