Teams,Borda Points
lsu-tigers,1479
alabama-crimson-tide,1472
ohio-state-buckeyes,1467
clemson-tigers,1406
penn-state-nittany-lions,1306
georgia-bulldogs,1196
oregon-ducks,1180
utah-utes,1090
oklahoma-sooners,1045
florida-gators,938
baylor-bears,910
auburn-tigers,901
minnesota-golden-gophers,835
michigan-wolverines,781
notre-dame-fighting-irish,595
wisconsin-badgers,580
cincinnati-bearcats,555
memphis-tigers,485
kansas-state-wildcats,407
boise-state-broncos,358
wake-forest-demon-deacons,341
southern-methodist-mustangs,299
san-diego-state-aztecs,125
navy-midshipmen,111
ucf-knights,69
texas-longhorns,47
indiana-hoosiers,41
texas-am-aggies,24
oklahoma-state-cowboys,16
louisiana-tech-bulldogs,9
appalachian-state-mountaineers,9
pittsburgh-panthers,3
washington-huskies,3
north-dakota-state-bison,2
virginia-cavaliers,2
iowa-state-cyclones,2
