Teams,Borda Points
lsu-tigers,1542
ohio-state-buckeyes,1480
clemson-tigers,1441
alabama-crimson-tide,1332
oregon-ducks,1264
minnesota-golden-gophers,1212
utah-utes,1155
penn-state-nittany-lions,1061
oklahoma-sooners,1058
florida-gators,996
baylor-bears,991
auburn-tigers,931
michigan-wolverines,806
wisconsin-badgers,719
notre-dame-fighting-irish,655
cincinnati-bearcats,629
memphis-tigers,572
boise-state-broncos,431
southern-methodist-mustangs,407
navy-midshipmen,284
texas-longhorns,255
iowa-hawkeyes,237
indiana-hoosiers,141
appalachian-state-mountaineers,99
oklahoma-state-cowboys,99
kansas-state-wildcats,92
texas-am-aggies,55
wake-forest-demon-deacons,52
louisiana-tech-bulldogs,35
virginia-cavaliers,17
san-diego-state-aztecs,9
virginia-tech-hokies,7
iowa-state-cyclones,5
washington-huskies,4
pittsburgh-panthers,3
air-force-falcons,3
ucf-knights,3
north-dakota-state-bison,2
illinois-fighting-illini,2
usc-trojans,2
