Teams,Borda Points
lsu-tigers,1510
ohio-state-buckeyes,1464
clemson-tigers,1418
oklahoma-sooners,1342
georgia-bulldogs,1229
florida-gators,1155
oregon-ducks,1144
baylor-bears,1046
auburn-tigers,1016
wisconsin-badgers,969
utah-utes,936
penn-state-nittany-lions,919
notre-dame-fighting-irish,754
memphis-tigers,725
minnesota-golden-gophers,694
michigan-wolverines,650
boise-state-broncos,551
iowa-hawkeyes,549
appalachian-state-mountaineers,405
navy-midshipmen,303
usc-trojans,247
cincinnati-bearcats,220
air-force-falcons,136
oklahoma-state-cowboys,97
southern-methodist-mustangs,90
virginia-cavaliers,77
kansas-state-wildcats,68
florida-atlantic-owls,10
texas-am-aggies,8
ucf-knights,8
iowa-state-cyclones,7
arizona-state-sun-devils,6
california-golden-bears,5
washington-huskies,4
north-dakota-state-bison,2
