Teams,Borda Points
lsu-tigers,1510
ohio-state-buckeyes,1464
clemson-tigers,1418
oklahoma-sooners,1342
georgia-bulldogs,1225
florida-gators,1146
oregon-ducks,1127
baylor-bears,1024
auburn-tigers,999
alabama-crimson-tide,993
wisconsin-badgers,935
utah-utes,905
penn-state-nittany-lions,883
notre-dame-fighting-irish,722
minnesota-golden-gophers,668
michigan-wolverines,627
boise-state-broncos,548
iowa-hawkeyes,538
appalachian-state-mountaineers,405
navy-midshipmen,303
usc-trojans,246
cincinnati-bearcats,220
air-force-falcons,136
oklahoma-state-cowboys,96
southern-methodist-mustangs,90
virginia-cavaliers,77
kansas-state-wildcats,68
florida-atlantic-owls,10
ucf-knights,8
texas-am-aggies,7
iowa-state-cyclones,7
arizona-state-sun-devils,6
california-golden-bears,5
washington-huskies,4
north-dakota-state-bison,2
