Teams,Borda Points
clemson-tigers,1543
alabama-crimson-tide,1485
georgia-bulldogs,1400
lsu-tigers,1344
ohio-state-buckeyes,1288
oklahoma-sooners,1283
auburn-tigers,1169
wisconsin-badgers,1071
florida-gators,1022
notre-dame-fighting-irish,989
texas-longhorns,968
penn-state-nittany-lions,854
oregon-ducks,841
iowa-hawkeyes,722
boise-state-broncos,554
washington-huskies,542
utah-utes,470
virginia-cavaliers,470
michigan-wolverines,317
usc-trojans,300
ucf-knights,292
kansas-state-wildcats,268
texas-am-aggies,253
michigan-state-spartans,125
wake-forest-demon-deacons,94
southern-methodist-mustangs,78
oklahoma-state-cowboys,67
army-west-point-black-knights,59
memphis-tigers,53
iowa-state-cyclones,36
appalachian-state-mountaineers,35
washington-state-cougars,31
missouri-tigers,18
mississippi-state-bulldogs,16
colorado-buffaloes,9
pittsburgh-panthers,8
arizona-state-sun-devils,7
minnesota-golden-gophers,6
tulane-green-wave,2
