Teams,Borda Points
lsu-tigers,1542
ohio-state-buckeyes,1478
clemson-tigers,1442
georgia-bulldogs,1343
alabama-crimson-tide,1263
oregon-ducks,1243
utah-utes,1155
oklahoma-sooners,1144
penn-state-nittany-lions,1030
florida-gators,984
minnesota-golden-gophers,902
michigan-wolverines,829
baylor-bears,788
wisconsin-badgers,746
notre-dame-fighting-irish,676
auburn-tigers,623
cincinnati-bearcats,540
memphis-tigers,522
iowa-hawkeyes,494
boise-state-broncos,386
southern-methodist-mustangs,337
appalachian-state-mountaineers,184
texas-am-aggies,149
virginia-tech-hokies,76
indiana-hoosiers,62
iowa-state-cyclones,45
virginia-cavaliers,29
navy-midshipmen,20
air-force-falcons,16
pittsburgh-panthers,12
usc-trojans,9
san-diego-state-aztecs,8
texas-longhorns,7
washington-huskies,6
north-dakota-state-bison,2
illinois-fighting-illini,2
