Teams,Borda Points
lsu-tigers,1528
ohio-state-buckeyes,1498
clemson-tigers,1437
georgia-bulldogs,1356
utah-utes,1275
oklahoma-sooners,1257
florida-gators,1135
baylor-bears,1074
alabama-crimson-tide,995
wisconsin-badgers,971
auburn-tigers,957
penn-state-nittany-lions,890
oregon-ducks,799
notre-dame-fighting-irish,734
minnesota-golden-gophers,683
memphis-tigers,615
michigan-wolverines,605
iowa-hawkeyes,538
boise-state-broncos,463
appalachian-state-mountaineers,299
cincinnati-bearcats,257
virginia-cavaliers,256
usc-trojans,182
air-force-falcons,95
southern-methodist-mustangs,73
kansas-state-wildcats,46
oklahoma-state-cowboys,43
ucf-knights,8
virginia-tech-hokies,6
iowa-state-cyclones,6
arizona-state-sun-devils,4
california-golden-bears,3
north-dakota-state-bison,2
washington-huskies,2
