Teams,Borda Points
lsu-tigers,1525
clemson-tigers,1463
ohio-state-buckeyes,1403
georgia-bulldogs,1316
oregon-ducks,1227
florida-gators,1193
oklahoma-sooners,1163
alabama-crimson-tide,1138
penn-state-nittany-lions,1023
minnesota-golden-gophers,938
notre-dame-fighting-irish,866
wisconsin-badgers,866
baylor-bears,808
auburn-tigers,716
iowa-hawkeyes,692
utah-utes,535
memphis-tigers,517
michigan-wolverines,466
appalachian-state-mountaineers,458
navy-midshipmen,410
cincinnati-bearcats,334
air-force-falcons,210
boise-state-broncos,187
ucf-knights,82
texas-longhorns,70
texas-am-aggies,57
washington-huskies,39
virginia-cavaliers,29
usc-trojans,16
san-diego-state-aztecs,13
arizona-state-sun-devils,12
southern-methodist-mustangs,10
tennessee-volunteers,8
california-golden-bears,6
louisiana-tech-bulldogs,3
louisiana-lafayette-ragin-cajuns,3
north-dakota-state-bison,2
kentucky-wildcats,2
kansas-state-wildcats,2
