Teams,Borda Points
lsu-tigers,1479
alabama-crimson-tide,1472
ohio-state-buckeyes,1467
clemson-tigers,1406
penn-state-nittany-lions,1306
georgia-bulldogs,1196
oregon-ducks,1180
utah-utes,1090
oklahoma-sooners,1045
florida-gators,938
baylor-bears,909
auburn-tigers,901
minnesota-golden-gophers,831
michigan-wolverines,780
notre-dame-fighting-irish,571
wisconsin-badgers,558
cincinnati-bearcats,528
iowa-hawkeyes,491
memphis-tigers,450
kansas-state-wildcats,366
boise-state-broncos,311
wake-forest-demon-deacons,298
southern-methodist-mustangs,252
san-diego-state-aztecs,89
navy-midshipmen,83
ucf-knights,53
texas-longhorns,38
indiana-hoosiers,27
oklahoma-state-cowboys,11
louisiana-tech-bulldogs,7
appalachian-state-mountaineers,5
pittsburgh-panthers,2
washington-huskies,2
north-dakota-state-bison,1
virginia-cavaliers,1
iowa-state-cyclones,1
