Teams,Borda Points
lsu-tigers,1542
ohio-state-buckeyes,1480
clemson-tigers,1441
alabama-crimson-tide,1312
georgia-bulldogs,1267
oregon-ducks,1224
minnesota-golden-gophers,1164
utah-utes,1099
penn-state-nittany-lions,1003
oklahoma-sooners,1000
florida-gators,934
baylor-bears,932
auburn-tigers,871
michigan-wolverines,744
wisconsin-badgers,660
notre-dame-fighting-irish,596
cincinnati-bearcats,571
memphis-tigers,510
boise-state-broncos,394
navy-midshipmen,272
texas-longhorns,245
iowa-hawkeyes,223
indiana-hoosiers,140
appalachian-state-mountaineers,97
oklahoma-state-cowboys,93
kansas-state-wildcats,85
wake-forest-demon-deacons,51
texas-am-aggies,50
louisiana-tech-bulldogs,34
virginia-cavaliers,17
san-diego-state-aztecs,8
virginia-tech-hokies,7
iowa-state-cyclones,4
washington-huskies,4
pittsburgh-panthers,3
air-force-falcons,3
ucf-knights,3
north-dakota-state-bison,2
illinois-fighting-illini,2
usc-trojans,2
