Teams,Borda Points
alabama-crimson-tide,1486
lsu-tigers,1462
ohio-state-buckeyes,1429
clemson-tigers,1408
oklahoma-sooners,1343
penn-state-nittany-lions,1224
florida-gators,1138
notre-dame-fighting-irish,1058
auburn-tigers,1054
georgia-bulldogs,1031
oregon-ducks,979
utah-utes,852
wisconsin-badgers,767
baylor-bears,732
texas-longhorns,627
southern-methodist-mustangs,587
minnesota-golden-gophers,577
cincinnati-bearcats,469
michigan-wolverines,441
iowa-hawkeyes,348
appalachian-state-mountaineers,287
boise-state-broncos,226
iowa-state-cyclones,186
arizona-state-sun-devils,134
wake-forest-demon-deacons,118
memphis-tigers,87
virginia-cavaliers,29
pittsburgh-panthers,17
washington-huskies,15
navy-midshipmen,10
texas-am-aggies,6
missouri-tigers,4
usc-trojans,3
ucf-knights,3
louisiana-tech-bulldogs,2
tulane-green-wave,1
