Year,League,Removed-Players,RP-Ranking,Original-Range,New-Ranking,New-Range,Original-Ranking
2012,NL,"('Bruce', 'Montero')","(10, 33)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Bruce', 'Pagan')","(10, 34)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Bruce', 'Jones')","(10, 35)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Chapman')","(11, 12)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Phillips')","(11, 13)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Dickey')","(11, 14)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Votto')","(11, 15)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Kershaw')","(11, 16)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Desmond')","(11, 17)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Bourn')","(11, 18)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Craig')","(11, 19)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Medlen')","(11, 20)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Soriano')","(11, 21)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Gonzalez')","(11, 22)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Prado')","(11, 23)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Stanton')","(11, 24)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Zimmerman')","(11, 25)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Hill')","(11, 26)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Ruiz')","(11, 28)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Heyward')","(11, 29)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Harper')","(11, 30)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Cueto')","(11, 31)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Pence')","(11, 32)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Montero')","(11, 33)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Pagan')","(11, 34)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Holliday', 'Jones')","(11, 35)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Phillips')","(12, 13)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Dickey')","(12, 14)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Votto')","(12, 15)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Kershaw')","(12, 16)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Desmond')","(12, 17)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Bourn')","(12, 18)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Craig')","(12, 19)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Medlen')","(12, 20)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Soriano')","(12, 21)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Gonzalez')","(12, 22)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Prado')","(12, 23)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Stanton')","(12, 24)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Zimmerman')","(12, 25)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Hill')","(12, 26)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Beltran')","(12, 27)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Ruiz')","(12, 28)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Heyward')","(12, 29)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Harper')","(12, 30)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Cueto')","(12, 31)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Pence')","(12, 32)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Montero')","(12, 33)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Pagan')","(12, 34)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Chapman', 'Jones')","(12, 35)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Dickey')","(13, 14)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Votto')","(13, 15)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Kershaw')","(13, 16)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Desmond')","(13, 17)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Bourn')","(13, 18)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Craig')","(13, 19)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Medlen')","(13, 20)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Soriano')","(13, 21)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Gonzalez')","(13, 22)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Prado')","(13, 23)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Stanton')","(13, 24)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Zimmerman')","(13, 25)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Hill')","(13, 26)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Ruiz')","(13, 28)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Heyward')","(13, 29)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Harper')","(13, 30)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Cueto')","(13, 31)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Pence')","(13, 32)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Montero')","(13, 33)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Pagan')","(13, 34)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Phillips', 'Jones')","(13, 35)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Votto')","(14, 15)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Kershaw')","(14, 16)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Desmond')","(14, 17)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Bourn')","(14, 18)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Craig')","(14, 19)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Medlen')","(14, 20)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Soriano')","(14, 21)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Gonzalez')","(14, 22)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Prado')","(14, 23)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Stanton')","(14, 24)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Zimmerman')","(14, 25)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Hill')","(14, 26)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Ruiz')","(14, 28)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Heyward')","(14, 29)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Harper')","(14, 30)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Cueto')","(14, 31)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Pence')","(14, 32)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Montero')","(14, 33)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Pagan')","(14, 34)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Dickey', 'Jones')","(14, 35)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Kershaw')","(15, 16)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Desmond')","(15, 17)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Bourn')","(15, 18)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Craig')","(15, 19)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Medlen')","(15, 20)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Soriano')","(15, 21)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Gonzalez')","(15, 22)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Prado')","(15, 23)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Stanton')","(15, 24)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Zimmerman')","(15, 25)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Hill')","(15, 26)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Ruiz')","(15, 28)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Heyward')","(15, 29)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Harper')","(15, 30)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Cueto')","(15, 31)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Pence')","(15, 32)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Montero')","(15, 33)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
2012,NL,"('Votto', 'Pagan')","(15, 34)","('McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright')","(3, 4, 5, 7, 6)","('McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche')","(3, 4, 5, 7, 6)"
