Season,Week,Official Borda,Borda-Top1,Borda-Top3,Borda-Top5,Borda-Top10,Dowdall
2016,9,"alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals"
2016,10,"alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals"
2016,11,"alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals","alabama-crimson-tide, michigan-wolverines, clemson-tigers, washington-huskies, louisville-cardinals"
2016,12,"alabama-crimson-tide, ohio-state-buckeyes, louisville-cardinals, michigan-wolverines, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, louisville-cardinals, michigan-wolverines, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, louisville-cardinals, clemson-tigers, michigan-wolverines","alabama-crimson-tide, ohio-state-buckeyes, louisville-cardinals, michigan-wolverines, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, louisville-cardinals, michigan-wolverines, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, louisville-cardinals, michigan-wolverines, clemson-tigers"
2016,13,"alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, michigan-wolverines, wisconsin-badgers","alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers, wisconsin-badgers"
2016,14,"alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, michigan-wolverines","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, wisconsin-badgers, oklahoma-sooners","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, michigan-wolverines, washington-huskies","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, michigan-wolverines","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, michigan-wolverines","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, michigan-wolverines"
2016,15,"alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, penn-state-nittany-lions","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions, washington-huskies","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, penn-state-nittany-lions","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, michigan-wolverines","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, penn-state-nittany-lions","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, washington-huskies, penn-state-nittany-lions"
2016,16,"clemson-tigers, alabama-crimson-tide, usc-trojans, washington-huskies, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, washington-huskies, usc-trojans, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, usc-trojans, washington-huskies, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, usc-trojans, washington-huskies, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, usc-trojans, washington-huskies, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, usc-trojans, washington-huskies, oklahoma-sooners"
2017,1,"alabama-crimson-tide, ohio-state-buckeyes, florida-state-seminoles, usc-trojans, clemson-tigers","alabama-crimson-tide, florida-state-seminoles, ohio-state-buckeyes, usc-trojans, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, florida-state-seminoles, usc-trojans, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, florida-state-seminoles, usc-trojans, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, florida-state-seminoles, usc-trojans, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, florida-state-seminoles, usc-trojans, clemson-tigers"
2017,2,"alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions, oklahoma-sooners","alabama-crimson-tide, ohio-state-buckeyes, usc-trojans, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions, oklahoma-sooners","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions, usc-trojans"
2017,3,"alabama-crimson-tide, oklahoma-sooners, clemson-tigers, usc-trojans, penn-state-nittany-lions","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, usc-trojans, penn-state-nittany-lions","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, usc-trojans, penn-state-nittany-lions","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, usc-trojans, penn-state-nittany-lions","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, usc-trojans, penn-state-nittany-lions","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, usc-trojans, penn-state-nittany-lions"
2017,4,"alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, usc-trojans, penn-state-nittany-lions","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans"
2017,5,"alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, washington-huskies, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, washington-huskies","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, usc-trojans"
2017,6,"alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, washington-huskies, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, washington-huskies","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, penn-state-nittany-lions, georgia-bulldogs"
2017,7,"alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions, georgia-bulldogs, washington-huskies","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions, washington-huskies, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions, georgia-bulldogs, washington-huskies","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions, georgia-bulldogs, washington-huskies","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions, georgia-bulldogs, washington-huskies","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions, georgia-bulldogs, washington-huskies"
2017,8,"alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers"
2017,9,"alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs, tcu-horned-frogs, wisconsin-badgers"
2017,10,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers, notre-dame-fighting-irish","alabama-crimson-tide, georgia-bulldogs, wisconsin-badgers, notre-dame-fighting-irish, ohio-state-buckeyes","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, notre-dame-fighting-irish, wisconsin-badgers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers, notre-dame-fighting-irish","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers, notre-dame-fighting-irish","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, notre-dame-fighting-irish, wisconsin-badgers"
2017,11,"alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, georgia-bulldogs, wisconsin-badgers, notre-dame-fighting-irish, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish, wisconsin-badgers, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish, clemson-tigers, wisconsin-badgers"
2017,12,"alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, wisconsin-badgers, oklahoma-sooners, clemson-tigers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers"
2017,13,"alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, wisconsin-badgers, clemson-tigers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners, clemson-tigers, wisconsin-badgers"
2017,14,"clemson-tigers, oklahoma-sooners, wisconsin-badgers, auburn-tigers, alabama-crimson-tide","clemson-tigers, oklahoma-sooners, wisconsin-badgers, auburn-tigers, alabama-crimson-tide","clemson-tigers, oklahoma-sooners, wisconsin-badgers, auburn-tigers, alabama-crimson-tide","clemson-tigers, oklahoma-sooners, wisconsin-badgers, auburn-tigers, alabama-crimson-tide","clemson-tigers, oklahoma-sooners, wisconsin-badgers, auburn-tigers, alabama-crimson-tide","clemson-tigers, oklahoma-sooners, wisconsin-badgers, auburn-tigers, alabama-crimson-tide"
2017,15,"clemson-tigers, oklahoma-sooners, georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, oklahoma-sooners, georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, oklahoma-sooners, georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, oklahoma-sooners, georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, oklahoma-sooners, georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, oklahoma-sooners, georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes"
2017,16,"alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, clemson-tigers, ohio-state-buckeyes","alabama-crimson-tide, ucf-knights, georgia-bulldogs, oklahoma-sooners, wisconsin-badgers","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ucf-knights, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, clemson-tigers, ucf-knights","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, clemson-tigers, ohio-state-buckeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ucf-knights, clemson-tigers"
2018,1,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs, wisconsin-badgers, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, wisconsin-badgers, georgia-bulldogs, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, wisconsin-badgers, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, wisconsin-badgers, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, wisconsin-badgers, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, wisconsin-badgers, ohio-state-buckeyes"
2018,2,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers","alabama-crimson-tide, clemson-tigers, wisconsin-badgers, georgia-bulldogs, auburn-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers"
2018,3,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, wisconsin-badgers, georgia-bulldogs, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, wisconsin-badgers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners"
2018,4,"alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners"
2018,5,"alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, clemson-tigers, ohio-state-buckeyes, lsu-tigers"
2018,6,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, lsu-tigers","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, lsu-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, lsu-tigers"
2018,7,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, notre-dame-fighting-irish","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, notre-dame-fighting-irish, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish"
2018,8,"alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish, lsu-tigers","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, lsu-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish, lsu-tigers","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish, lsu-tigers","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish, lsu-tigers","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, notre-dame-fighting-irish, lsu-tigers"
2018,9,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines"
2018,10,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, lsu-tigers, michigan-wolverines"
2018,11,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs"
2018,12,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, michigan-wolverines","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs"
2018,13,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, michigan-wolverines, georgia-bulldogs"
2018,14,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, oklahoma-sooners","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, georgia-bulldogs, oklahoma-sooners"
2018,15,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, oklahoma-sooners, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, oklahoma-sooners, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, oklahoma-sooners, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, oklahoma-sooners, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, oklahoma-sooners, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish, oklahoma-sooners, ohio-state-buckeyes"
2018,16,"clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, oklahoma-sooners, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, oklahoma-sooners, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, oklahoma-sooners, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, oklahoma-sooners, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, oklahoma-sooners, notre-dame-fighting-irish"
2019,1,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes"
2019,2,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, ohio-state-buckeyes"
2019,3,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, lsu-tigers, georgia-bulldogs, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners"
2019,4,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, lsu-tigers, georgia-bulldogs, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners"
2019,5,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, lsu-tigers, ohio-state-buckeyes"
