Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,4,clemson-tigers,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,florida-gators,auburn-tigers,notre-dame-fighting-irish,lsu-tigers,penn-state-nittany-lions,texas-longhorns,oklahoma-sooners,miami-fl-hurricanes,oregon-ducks,north-carolina-tar-heels,oklahoma-state-cowboys,ucf-knights,wisconsin-badgers,michigan-wolverines,pittsburgh-panthers,minnesota-golden-gophers,memphis-tigers,byu-cougars,tennessee-volunteers,southern-methodist-mustangs,cincinnati-bearcats
adam-grosbard,2020,4,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,auburn-tigers,florida-gators,ohio-state-buckeyes,oklahoma-sooners,lsu-tigers,oklahoma-state-cowboys,cincinnati-bearcats,north-carolina-tar-heels,miami-fl-hurricanes,penn-state-nittany-lions,oregon-ducks,wisconsin-badgers,texas-longhorns,texas-am-aggies,ucf-knights,memphis-tigers,tennessee-volunteers,pittsburgh-panthers,virginia-tech-hokies,byu-cougars,louisiana-lafayette-ragin-cajuns
adam-zucker,2020,4,clemson-tigers,alabama-crimson-tide,florida-gators,notre-dame-fighting-irish,georgia-bulldogs,miami-fl-hurricanes,auburn-tigers,cincinnati-bearcats,ucf-knights,oklahoma-state-cowboys,texas-longhorns,north-carolina-tar-heels,byu-cougars,tennessee-volunteers,pittsburgh-panthers,texas-am-aggies,mississippi-state-bulldogs,virginia-tech-hokies,louisiana-lafayette-ragin-cajuns,kansas-state-wildcats,oklahoma-sooners,baylor-bears,lsu-tigers,memphis-tigers,marshall-thundering-herd
andy-greder,2020,4,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,florida-gators,notre-dame-fighting-irish,auburn-tigers,penn-state-nittany-lions,texas-am-aggies,oklahoma-state-cowboys,oregon-ducks,wisconsin-badgers,north-carolina-tar-heels,cincinnati-bearcats,miami-fl-hurricanes,oklahoma-sooners,lsu-tigers,texas-longhorns,michigan-wolverines,minnesota-golden-gophers,memphis-tigers,tennessee-volunteers,mississippi-state-bulldogs,ucf-knights,pittsburgh-panthers
audrey-dahlgren,2020,4,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,florida-gators,auburn-tigers,penn-state-nittany-lions,texas-longhorns,miami-fl-hurricanes,notre-dame-fighting-irish,oklahoma-sooners,lsu-tigers,wisconsin-badgers,texas-am-aggies,oregon-ducks,michigan-wolverines,north-carolina-tar-heels,ucf-knights,cincinnati-bearcats,oklahoma-state-cowboys,tennessee-volunteers,memphis-tigers,byu-cougars,louisiana-lafayette-ragin-cajuns,virginia-tech-hokies
blair-kerkhoff,2020,4,clemson-tigers,alabama-crimson-tide,florida-gators,ohio-state-buckeyes,georgia-bulldogs,auburn-tigers,notre-dame-fighting-irish,penn-state-nittany-lions,miami-fl-hurricanes,texas-longhorns,ucf-knights,oregon-ducks,texas-am-aggies,mississippi-state-bulldogs,oklahoma-sooners,lsu-tigers,oklahoma-state-cowboys,cincinnati-bearcats,wisconsin-badgers,memphis-tigers,usc-trojans,michigan-wolverines,pittsburgh-panthers,tennessee-volunteers,kansas-state-wildcats
bob-asmussen,2020,4,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,florida-gators,notre-dame-fighting-irish,oregon-ducks,penn-state-nittany-lions,miami-fl-hurricanes,auburn-tigers,mississippi-state-bulldogs,minnesota-golden-gophers,ucf-knights,north-carolina-tar-heels,oklahoma-state-cowboys,cincinnati-bearcats,texas-longhorns,texas-am-aggies,pittsburgh-panthers,byu-cougars,michigan-wolverines,wisconsin-badgers,louisiana-lafayette-ragin-cajuns,oklahoma-sooners,lsu-tigers
brett-mcmurphy,2020,4,clemson-tigers,alabama-crimson-tide,florida-gators,miami-fl-hurricanes,mississippi-state-bulldogs,notre-dame-fighting-irish,georgia-bulldogs,auburn-tigers,ucf-knights,north-carolina-tar-heels,tennessee-volunteers,virginia-tech-hokies,texas-longhorns,cincinnati-bearcats,texas-am-aggies,byu-cougars,oklahoma-state-cowboys,memphis-tigers,kansas-state-wildcats,louisiana-lafayette-ragin-cajuns,pittsburgh-panthers,oklahoma-sooners,marshall-thundering-herd,southern-methodist-mustangs,lsu-tigers
brian-howell,2020,4,clemson-tigers,alabama-crimson-tide,notre-dame-fighting-irish,florida-gators,georgia-bulldogs,auburn-tigers,miami-fl-hurricanes,texas-am-aggies,texas-longhorns,cincinnati-bearcats,oklahoma-state-cowboys,ucf-knights,mississippi-state-bulldogs,oklahoma-sooners,lsu-tigers,pittsburgh-panthers,louisiana-lafayette-ragin-cajuns,byu-cougars,virginia-tech-hokies,north-carolina-tar-heels,memphis-tigers,tennessee-volunteers,southern-methodist-mustangs,marshall-thundering-herd,baylor-bears
brooks-kubena,2020,4,clemson-tigers,alabama-crimson-tide,florida-gators,auburn-tigers,miami-fl-hurricanes,georgia-bulldogs,notre-dame-fighting-irish,texas-longhorns,texas-am-aggies,north-carolina-tar-heels,oklahoma-state-cowboys,cincinnati-bearcats,oklahoma-sooners,lsu-tigers,ucf-knights,tennessee-volunteers,mississippi-state-bulldogs,pittsburgh-panthers,byu-cougars,baylor-bears,memphis-tigers,virginia-tech-hokies,louisiana-lafayette-ragin-cajuns,marshall-thundering-herd,southern-methodist-mustangs
bryce-miller,2020,4,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,florida-gators,auburn-tigers,notre-dame-fighting-irish,penn-state-nittany-lions,oregon-ducks,texas-longhorns,wisconsin-badgers,lsu-tigers,oklahoma-sooners,miami-fl-hurricanes,cincinnati-bearcats,texas-am-aggies,ucf-knights,oklahoma-state-cowboys,pittsburgh-panthers,north-carolina-tar-heels,michigan-wolverines,minnesota-golden-gophers,usc-trojans,memphis-tigers,tennessee-volunteers
chris-murray,2020,4,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,auburn-tigers,florida-gators,notre-dame-fighting-irish,miami-fl-hurricanes,texas-longhorns,penn-state-nittany-lions,mississippi-state-bulldogs,cincinnati-bearcats,ucf-knights,texas-am-aggies,oregon-ducks,wisconsin-badgers,michigan-wolverines,north-carolina-tar-heels,oklahoma-state-cowboys,byu-cougars,oklahoma-sooners,virginia-tech-hokies,tennessee-volunteers,lsu-tigers,pittsburgh-panthers
chuck-carlton,2020,4,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,florida-gators,georgia-bulldogs,notre-dame-fighting-irish,auburn-tigers,miami-fl-hurricanes,texas-longhorns,texas-am-aggies,penn-state-nittany-lions,ucf-knights,oregon-ducks,wisconsin-badgers,mississippi-state-bulldogs,north-carolina-tar-heels,cincinnati-bearcats,oklahoma-state-cowboys,oklahoma-sooners,michigan-wolverines,tennessee-volunteers,lsu-tigers,byu-cougars,pittsburgh-panthers,louisiana-lafayette-ragin-cajuns
colten-bartholomew,2020,4,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,florida-gators,penn-state-nittany-lions,auburn-tigers,texas-longhorns,miami-fl-hurricanes,texas-am-aggies,wisconsin-badgers,oklahoma-sooners,north-carolina-tar-heels,ucf-knights,cincinnati-bearcats,michigan-wolverines,oklahoma-state-cowboys,tennessee-volunteers,oregon-ducks,mississippi-state-bulldogs,lsu-tigers,usc-trojans,minnesota-golden-gophers,memphis-tigers
conor-oneill,2020,4,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,georgia-bulldogs,florida-gators,penn-state-nittany-lions,texas-am-aggies,oklahoma-state-cowboys,auburn-tigers,miami-fl-hurricanes,north-carolina-tar-heels,texas-longhorns,memphis-tigers,virginia-tech-hokies,ucf-knights,pittsburgh-panthers,oregon-ducks,marshall-thundering-herd,wisconsin-badgers,louisiana-lafayette-ragin-cajuns,oklahoma-sooners,tennessee-volunteers,cincinnati-bearcats,byu-cougars
david-briggs,2020,4,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,florida-gators,auburn-tigers,notre-dame-fighting-irish,penn-state-nittany-lions,georgia-bulldogs,mississippi-state-bulldogs,miami-fl-hurricanes,wisconsin-badgers,cincinnati-bearcats,ucf-knights,minnesota-golden-gophers,oregon-ducks,texas-longhorns,north-carolina-tar-heels,usc-trojans,michigan-wolverines,oklahoma-state-cowboys,texas-am-aggies,iowa-hawkeyes,byu-cougars,louisiana-lafayette-ragin-cajuns,kansas-state-wildcats
david-jablonski,2020,4,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,florida-gators,auburn-tigers,miami-fl-hurricanes,notre-dame-fighting-irish,texas-longhorns,texas-am-aggies,cincinnati-bearcats,ucf-knights,north-carolina-tar-heels,pittsburgh-panthers,mississippi-state-bulldogs,oklahoma-state-cowboys,tennessee-volunteers,memphis-tigers,virginia-tech-hokies,marshall-thundering-herd,louisiana-lafayette-ragin-cajuns,kansas-state-wildcats,byu-cougars,baylor-bears,southern-methodist-mustangs,virginia-cavaliers
davis-potter,2020,4,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,florida-gators,notre-dame-fighting-irish,penn-state-nittany-lions,texas-longhorns,auburn-tigers,oklahoma-sooners,miami-fl-hurricanes,north-carolina-tar-heels,cincinnati-bearcats,ucf-knights,oregon-ducks,texas-am-aggies,minnesota-golden-gophers,oklahoma-state-cowboys,memphis-tigers,mississippi-state-bulldogs,lsu-tigers,wisconsin-badgers,southern-methodist-mustangs,baylor-bears,tennessee-volunteers
