Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,6,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,north-carolina-tar-heels,penn-state-nittany-lions,oregon-ducks,florida-gators,auburn-tigers,oklahoma-state-cowboys,miami-fl-hurricanes,cincinnati-bearcats,wisconsin-badgers,michigan-wolverines,byu-cougars,texas-am-aggies,iowa-state-cyclones,southern-methodist-mustangs,oklahoma-sooners,minnesota-golden-gophers,texas-longhorns,boston-college-eagles,ucf-knights,kansas-state-wildcats
adam-grosbard,2020,6,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,north-carolina-tar-heels,oklahoma-state-cowboys,cincinnati-bearcats,texas-am-aggies,florida-gators,miami-fl-hurricanes,penn-state-nittany-lions,oregon-ducks,wisconsin-badgers,auburn-tigers,byu-cougars,michigan-wolverines,southern-methodist-mustangs,louisiana-lafayette-ragin-cajuns,iowa-state-cyclones,tennessee-volunteers,marshall-thundering-herd,kansas-state-wildcats,ucf-knights,virginia-tech-hokies
adam-zucker,2020,6,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,notre-dame-fighting-irish,oklahoma-state-cowboys,cincinnati-bearcats,miami-fl-hurricanes,north-carolina-tar-heels,byu-cougars,texas-am-aggies,florida-gators,southern-methodist-mustangs,tulsa-golden-hurricane,iowa-state-cyclones,kansas-state-wildcats,tennessee-volunteers,auburn-tigers,ucf-knights,north-carolina-state-wolfpack,boston-college-eagles,louisiana-lafayette-ragin-cajuns,oklahoma-sooners,virginia-tech-hokies,coastal-carolina-chanticleers,marshall-thundering-herd
andy-greder,2020,6,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,penn-state-nittany-lions,north-carolina-tar-heels,oklahoma-state-cowboys,notre-dame-fighting-irish,oregon-ducks,cincinnati-bearcats,wisconsin-badgers,miami-fl-hurricanes,texas-am-aggies,florida-gators,michigan-wolverines,minnesota-golden-gophers,auburn-tigers,byu-cougars,tennessee-volunteers,southern-methodist-mustangs,iowa-state-cyclones,louisiana-lafayette-ragin-cajuns,kansas-state-wildcats,north-carolina-state-wolfpack,virginia-tech-hokies
audrey-dahlgren,2020,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,ohio-state-buckeyes,north-carolina-tar-heels,florida-gators,penn-state-nittany-lions,oklahoma-state-cowboys,miami-fl-hurricanes,auburn-tigers,cincinnati-bearcats,oregon-ducks,byu-cougars,wisconsin-badgers,tennessee-volunteers,southern-methodist-mustangs,texas-am-aggies,michigan-wolverines,iowa-state-cyclones,lsu-tigers,louisiana-lafayette-ragin-cajuns,minnesota-golden-gophers,oklahoma-sooners,missouri-tigers
blair-kerkhoff,2020,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,notre-dame-fighting-irish,penn-state-nittany-lions,north-carolina-tar-heels,oklahoma-state-cowboys,cincinnati-bearcats,oregon-ducks,texas-am-aggies,florida-gators,miami-fl-hurricanes,auburn-tigers,byu-cougars,tennessee-volunteers,wisconsin-badgers,kansas-state-wildcats,southern-methodist-mustangs,louisiana-lafayette-ragin-cajuns,iowa-state-cyclones,michigan-wolverines,virginia-tech-hokies,oklahoma-sooners,tulsa-golden-hurricane
bob-asmussen,2020,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,notre-dame-fighting-irish,north-carolina-tar-heels,oregon-ducks,penn-state-nittany-lions,minnesota-golden-gophers,oklahoma-state-cowboys,auburn-tigers,cincinnati-bearcats,miami-fl-hurricanes,texas-am-aggies,florida-gators,byu-cougars,wisconsin-badgers,michigan-wolverines,southern-methodist-mustangs,tennessee-volunteers,louisiana-lafayette-ragin-cajuns,iowa-state-cyclones,kansas-state-wildcats,usc-trojans,virginia-tech-hokies
brett-mcmurphy,2020,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,north-carolina-tar-heels,oklahoma-state-cowboys,cincinnati-bearcats,florida-gators,kansas-state-wildcats,iowa-state-cyclones,byu-cougars,louisiana-lafayette-ragin-cajuns,southern-methodist-mustangs,marshall-thundering-herd,texas-am-aggies,miami-fl-hurricanes,auburn-tigers,tulsa-golden-hurricane,west-virginia-mountaineers,coastal-carolina-chanticleers,uab-blazers,boston-college-eagles,tennessee-volunteers,liberty-flames,virginia-tech-hokies
brian-howell,2020,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,oklahoma-state-cowboys,cincinnati-bearcats,byu-cougars,north-carolina-tar-heels,texas-am-aggies,florida-gators,miami-fl-hurricanes,auburn-tigers,louisiana-lafayette-ragin-cajuns,iowa-state-cyclones,southern-methodist-mustangs,tennessee-volunteers,kansas-state-wildcats,north-carolina-state-wolfpack,virginia-tech-hokies,ucf-knights,boston-college-eagles,west-virginia-mountaineers,marshall-thundering-herd,oklahoma-sooners,texas-longhorns
brooks-kubena,2020,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,north-carolina-tar-heels,notre-dame-fighting-irish,oklahoma-state-cowboys,cincinnati-bearcats,florida-gators,auburn-tigers,texas-am-aggies,byu-cougars,southern-methodist-mustangs,kansas-state-wildcats,iowa-state-cyclones,miami-fl-hurricanes,louisiana-lafayette-ragin-cajuns,west-virginia-mountaineers,marshall-thundering-herd,tennessee-volunteers,air-force-falcons,houston-cougars,boston-college-eagles,virginia-tech-hokies,north-carolina-state-wolfpack,oklahoma-sooners
