Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,9,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,cincinnati-bearcats,texas-am-aggies,florida-gators,miami-fl-hurricanes,oregon-ducks,oklahoma-state-cowboys,byu-cougars,wisconsin-badgers,indiana-hoosiers,north-carolina-tar-heels,usc-trojans,coastal-carolina-chanticleers,boise-state-broncos,southern-methodist-mustangs,marshall-thundering-herd,penn-state-nittany-lions,iowa-state-cyclones,oklahoma-sooners,texas-longhorns,michigan-wolverines
adam-grosbard,2020,9,clemson-tigers,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,georgia-bulldogs,cincinnati-bearcats,texas-am-aggies,florida-gators,miami-fl-hurricanes,byu-cougars,wisconsin-badgers,oklahoma-state-cowboys,oregon-ducks,coastal-carolina-chanticleers,indiana-hoosiers,marshall-thundering-herd,boise-state-broncos,iowa-state-cyclones,southern-methodist-mustangs,oklahoma-sooners,west-virginia-mountaineers,usc-trojans,tulsa-golden-hurricane,louisiana-lafayette-ragin-cajuns,army-west-point-black-knights
adam-zucker,2020,9,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,georgia-bulldogs,cincinnati-bearcats,texas-am-aggies,byu-cougars,florida-gators,oklahoma-state-cowboys,miami-fl-hurricanes,oregon-ducks,wisconsin-badgers,indiana-hoosiers,boise-state-broncos,west-virginia-mountaineers,iowa-state-cyclones,auburn-tigers,oklahoma-sooners,texas-longhorns,usc-trojans,coastal-carolina-chanticleers,tulsa-golden-hurricane,marshall-thundering-herd,army-west-point-black-knights
andy-greder,2020,9,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,notre-dame-fighting-irish,cincinnati-bearcats,wisconsin-badgers,oregon-ducks,miami-fl-hurricanes,texas-am-aggies,florida-gators,byu-cougars,indiana-hoosiers,oklahoma-state-cowboys,michigan-wolverines,iowa-state-cyclones,usc-trojans,washington-huskies,marshall-thundering-herd,oklahoma-sooners,southern-methodist-mustangs,virginia-tech-hokies,boise-state-broncos,coastal-carolina-chanticleers,army-west-point-black-knights
audrey-dahlgren,2020,9,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,georgia-bulldogs,cincinnati-bearcats,texas-am-aggies,florida-gators,wisconsin-badgers,byu-cougars,miami-fl-hurricanes,oregon-ducks,indiana-hoosiers,oklahoma-state-cowboys,marshall-thundering-herd,coastal-carolina-chanticleers,usc-trojans,southern-methodist-mustangs,iowa-state-cyclones,oklahoma-sooners,boise-state-broncos,texas-longhorns,west-virginia-mountaineers,auburn-tigers,michigan-state-spartans
blair-kerkhoff,2020,9,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,georgia-bulldogs,texas-am-aggies,florida-gators,cincinnati-bearcats,oregon-ducks,miami-fl-hurricanes,byu-cougars,oklahoma-state-cowboys,wisconsin-badgers,indiana-hoosiers,iowa-state-cyclones,auburn-tigers,oklahoma-sooners,boise-state-broncos,north-carolina-tar-heels,texas-longhorns,southern-methodist-mustangs,coastal-carolina-chanticleers,marshall-thundering-herd,michigan-state-spartans,michigan-wolverines
bob-asmussen,2020,9,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,georgia-bulldogs,oregon-ducks,cincinnati-bearcats,texas-am-aggies,miami-fl-hurricanes,byu-cougars,wisconsin-badgers,florida-gators,indiana-hoosiers,usc-trojans,marshall-thundering-herd,oklahoma-sooners,coastal-carolina-chanticleers,oklahoma-state-cowboys,southern-methodist-mustangs,iowa-state-cyclones,michigan-wolverines,boise-state-broncos,texas-longhorns,liberty-flames,utah-utes
brett-mcmurphy,2020,9,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,georgia-bulldogs,cincinnati-bearcats,texas-am-aggies,florida-gators,wisconsin-badgers,indiana-hoosiers,oklahoma-state-cowboys,byu-cougars,miami-fl-hurricanes,marshall-thundering-herd,tulsa-golden-hurricane,coastal-carolina-chanticleers,liberty-flames,louisiana-lafayette-ragin-cajuns,iowa-state-cyclones,boise-state-broncos,oklahoma-sooners,northwestern-wildcats,southern-methodist-mustangs,texas-longhorns,san-diego-state-aztecs
brian-howell,2020,9,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,cincinnati-bearcats,georgia-bulldogs,byu-cougars,texas-am-aggies,miami-fl-hurricanes,florida-gators,wisconsin-badgers,oklahoma-state-cowboys,southern-methodist-mustangs,oklahoma-sooners,boise-state-broncos,marshall-thundering-herd,auburn-tigers,coastal-carolina-chanticleers,army-west-point-black-knights,indiana-hoosiers,michigan-wolverines,texas-longhorns,louisiana-lafayette-ragin-cajuns,liberty-flames,northwestern-wildcats
brooks-kubena,2020,9,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,cincinnati-bearcats,notre-dame-fighting-irish,byu-cougars,texas-am-aggies,oklahoma-state-cowboys,georgia-bulldogs,florida-gators,wisconsin-badgers,indiana-hoosiers,miami-fl-hurricanes,oklahoma-sooners,marshall-thundering-herd,iowa-state-cyclones,coastal-carolina-chanticleers,liberty-flames,northwestern-wildcats,boise-state-broncos,michigan-wolverines,southern-methodist-mustangs,texas-longhorns,north-carolina-tar-heels,auburn-tigers
