Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,11,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,cincinnati-bearcats,texas-am-aggies,florida-gators,byu-cougars,miami-fl-hurricanes,oregon-ducks,indiana-hoosiers,wisconsin-badgers,oklahoma-state-cowboys,georgia-bulldogs,north-carolina-tar-heels,usc-trojans,coastal-carolina-chanticleers,marshall-thundering-herd,northwestern-wildcats,iowa-state-cyclones,oklahoma-sooners,texas-longhorns,liberty-flames,louisiana-lafayette-ragin-cajuns,tulsa-golden-hurricane
adam-grosbard,2020,11,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,florida-gators,clemson-tigers,cincinnati-bearcats,texas-am-aggies,byu-cougars,miami-fl-hurricanes,indiana-hoosiers,georgia-bulldogs,wisconsin-badgers,oregon-ducks,oklahoma-state-cowboys,coastal-carolina-chanticleers,marshall-thundering-herd,iowa-state-cyclones,oklahoma-sooners,liberty-flames,tulsa-golden-hurricane,northwestern-wildcats,usc-trojans,louisiana-lafayette-ragin-cajuns,texas-longhorns,auburn-tigers
adam-zucker,2020,11,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,byu-cougars,indiana-hoosiers,wisconsin-badgers,oregon-ducks,georgia-bulldogs,miami-fl-hurricanes,oklahoma-state-cowboys,usc-trojans,auburn-tigers,iowa-state-cyclones,oklahoma-sooners,liberty-flames,coastal-carolina-chanticleers,marshall-thundering-herd,northwestern-wildcats,tulsa-golden-hurricane,texas-longhorns,north-carolina-tar-heels
andy-greder,2020,11,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,florida-gators,cincinnati-bearcats,wisconsin-badgers,texas-am-aggies,miami-fl-hurricanes,georgia-bulldogs,byu-cougars,oregon-ducks,indiana-hoosiers,oklahoma-state-cowboys,iowa-state-cyclones,marshall-thundering-herd,usc-trojans,washington-huskies,oklahoma-sooners,coastal-carolina-chanticleers,north-carolina-tar-heels,texas-longhorns,liberty-flames,northwestern-wildcats,louisiana-lafayette-ragin-cajuns
audrey-dahlgren,2020,11,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,florida-gators,texas-am-aggies,cincinnati-bearcats,indiana-hoosiers,byu-cougars,miami-fl-hurricanes,wisconsin-badgers,oregon-ducks,georgia-bulldogs,oklahoma-state-cowboys,coastal-carolina-chanticleers,marshall-thundering-herd,iowa-state-cyclones,oklahoma-sooners,liberty-flames,northwestern-wildcats,usc-trojans,texas-longhorns,auburn-tigers,louisiana-lafayette-ragin-cajuns,tulsa-golden-hurricane
blair-kerkhoff,2020,11,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,miami-fl-hurricanes,indiana-hoosiers,wisconsin-badgers,byu-cougars,oregon-ducks,georgia-bulldogs,oklahoma-state-cowboys,iowa-state-cyclones,oklahoma-sooners,auburn-tigers,texas-longhorns,coastal-carolina-chanticleers,marshall-thundering-herd,liberty-flames,northwestern-wildcats,usc-trojans,louisiana-lafayette-ragin-cajuns,tulsa-golden-hurricane
bob-asmussen,2020,11,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,oregon-ducks,clemson-tigers,cincinnati-bearcats,texas-am-aggies,florida-gators,indiana-hoosiers,byu-cougars,wisconsin-badgers,miami-fl-hurricanes,georgia-bulldogs,usc-trojans,marshall-thundering-herd,oklahoma-sooners,coastal-carolina-chanticleers,oklahoma-state-cowboys,iowa-state-cyclones,northwestern-wildcats,texas-longhorns,louisiana-lafayette-ragin-cajuns,liberty-flames,boise-state-broncos,north-carolina-tar-heels
brett-mcmurphy,2020,11,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,texas-am-aggies,florida-gators,clemson-tigers,cincinnati-bearcats,indiana-hoosiers,oregon-ducks,wisconsin-badgers,oklahoma-state-cowboys,byu-cougars,miami-fl-hurricanes,georgia-bulldogs,marshall-thundering-herd,northwestern-wildcats,liberty-flames,coastal-carolina-chanticleers,louisiana-lafayette-ragin-cajuns,iowa-state-cyclones,oklahoma-sooners,tulsa-golden-hurricane,usc-trojans,texas-longhorns,auburn-tigers
brian-howell,2020,11,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,clemson-tigers,cincinnati-bearcats,byu-cougars,texas-am-aggies,florida-gators,miami-fl-hurricanes,indiana-hoosiers,oregon-ducks,wisconsin-badgers,oklahoma-state-cowboys,oklahoma-sooners,georgia-bulldogs,marshall-thundering-herd,auburn-tigers,coastal-carolina-chanticleers,liberty-flames,texas-longhorns,louisiana-lafayette-ragin-cajuns,northwestern-wildcats,iowa-state-cyclones,tulsa-golden-hurricane,san-jose-state-spartans
brooks-kubena,2020,11,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,byu-cougars,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,indiana-hoosiers,oregon-ducks,wisconsin-badgers,miami-fl-hurricanes,oklahoma-state-cowboys,marshall-thundering-herd,georgia-bulldogs,oklahoma-sooners,iowa-state-cyclones,coastal-carolina-chanticleers,liberty-flames,northwestern-wildcats,usc-trojans,texas-longhorns,north-carolina-tar-heels,auburn-tigers,louisiana-lafayette-ragin-cajuns
