aaron-suttles,2017,3,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,usc-trojans,penn-state-nittany-lions,ohio-state-buckeyes,oklahoma-state-cowboys,wisconsin-badgers,florida-state-seminoles,michigan-wolverines,lsu-tigers,georgia-bulldogs,miami-fl-hurricanes,louisville-cardinals,tcu-horned-frogs,virginia-tech-hokies,kansas-state-wildcats,stanford-cardinal,auburn-tigers,tennessee-volunteers,utah-utes,south-florida-bulls,west-virginia-mountaineers,ucla-bruins
adam-jude,2017,3,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,usc-trojans,washington-huskies,penn-state-nittany-lions,oklahoma-state-cowboys,wisconsin-badgers,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,lsu-tigers,louisville-cardinals,virginia-tech-hokies,georgia-bulldogs,auburn-tigers,stanford-cardinal,tennessee-volunteers,miami-fl-hurricanes,ucla-bruins,south-florida-bulls,utah-utes,kansas-state-wildcats,tcu-horned-frogs,washington-state-cougars
adam-zucker,2017,3,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,penn-state-nittany-lions,usc-trojans,michigan-wolverines,lsu-tigers,oklahoma-state-cowboys,wisconsin-badgers,georgia-bulldogs,washington-huskies,louisville-cardinals,florida-state-seminoles,ohio-state-buckeyes,virginia-tech-hokies,stanford-cardinal,miami-fl-hurricanes,south-carolina-gamecocks,south-florida-bulls,colorado-buffaloes,auburn-tigers,tcu-horned-frogs,maryland-terrapins,vanderbilt-commodores,san-diego-state-aztecs
andy-bitter,2017,3,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,usc-trojans,penn-state-nittany-lions,michigan-wolverines,ohio-state-buckeyes,washington-huskies,lsu-tigers,florida-state-seminoles,oklahoma-state-cowboys,georgia-bulldogs,wisconsin-badgers,auburn-tigers,stanford-cardinal,virginia-tech-hokies,louisville-cardinals,miami-fl-hurricanes,tcu-horned-frogs,kansas-state-wildcats,tennessee-volunteers,ucla-bruins,oregon-ducks,notre-dame-fighting-irish,florida-gators
andy-greder,2017,3,alabama-crimson-tide,oklahoma-sooners,usc-trojans,penn-state-nittany-lions,clemson-tigers,ohio-state-buckeyes,oklahoma-state-cowboys,washington-huskies,wisconsin-badgers,michigan-wolverines,auburn-tigers,lsu-tigers,florida-state-seminoles,georgia-bulldogs,stanford-cardinal,miami-fl-hurricanes,louisville-cardinals,south-florida-bulls,tcu-horned-frogs,florida-gators,virginia-tech-hokies,washington-state-cougars,boise-state-broncos,utah-utes,tennessee-volunteers
bill-landis,2017,3,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,florida-state-seminoles,penn-state-nittany-lions,georgia-bulldogs,usc-trojans,michigan-wolverines,ohio-state-buckeyes,oklahoma-state-cowboys,wisconsin-badgers,lsu-tigers,washington-huskies,virginia-tech-hokies,miami-fl-hurricanes,tcu-horned-frogs,kansas-state-wildcats,south-carolina-gamecocks,auburn-tigers,notre-dame-fighting-irish,washington-state-cougars,louisville-cardinals,oregon-ducks,ucla-bruins,utah-utes
bob-asmussen,2017,3,alabama-crimson-tide,usc-trojans,oklahoma-sooners,clemson-tigers,michigan-wolverines,penn-state-nittany-lions,washington-huskies,wisconsin-badgers,ohio-state-buckeyes,florida-state-seminoles,lsu-tigers,oklahoma-state-cowboys,georgia-bulldogs,louisville-cardinals,auburn-tigers,kansas-state-wildcats,south-florida-bulls,stanford-cardinal,miami-fl-hurricanes,tennessee-volunteers,oregon-ducks,virginia-tech-hokies,florida-gators,ucla-bruins,washington-state-cougars
brent-axe,2017,3,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,usc-trojans,penn-state-nittany-lions,washington-huskies,michigan-wolverines,wisconsin-badgers,lsu-tigers,georgia-bulldogs,oklahoma-state-cowboys,ohio-state-buckeyes,louisville-cardinals,florida-state-seminoles,virginia-tech-hokies,ucla-bruins,miami-fl-hurricanes,south-carolina-gamecocks,tcu-horned-frogs,maryland-terrapins,auburn-tigers,south-florida-bulls,washington-state-cougars,kansas-state-wildcats,tennessee-volunteers
bret-bloomquist,2017,3,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,usc-trojans,washington-huskies,penn-state-nittany-lions,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,georgia-bulldogs,wisconsin-badgers,lsu-tigers,louisville-cardinals,oklahoma-state-cowboys,auburn-tigers,kansas-state-wildcats,tcu-horned-frogs,miami-fl-hurricanes,virginia-tech-hokies,south-florida-bulls,washington-state-cougars,tennessee-volunteers,stanford-cardinal,florida-gators,notre-dame-fighting-irish
brian-howell,2017,3,alabama-crimson-tide,usc-trojans,oklahoma-sooners,penn-state-nittany-lions,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,oklahoma-state-cowboys,lsu-tigers,clemson-tigers,michigan-wolverines,wisconsin-badgers,kansas-state-wildcats,louisville-cardinals,georgia-bulldogs,auburn-tigers,miami-fl-hurricanes,virginia-tech-hokies,stanford-cardinal,tcu-horned-frogs,florida-gators,south-florida-bulls,tennessee-volunteers,colorado-buffaloes,oregon-ducks
