Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,4,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,oklahoma-state-cowboys,usc-trojans,ohio-state-buckeyes,wisconsin-badgers,michigan-wolverines,florida-state-seminoles,georgia-bulldogs,virginia-tech-hokies,miami-fl-hurricanes,mississippi-state-bulldogs,oregon-ducks,utah-utes,washington-state-cougars,lsu-tigers,auburn-tigers,west-virginia-mountaineers,louisville-cardinals,south-florida-bulls,notre-dame-fighting-irish,san-diego-state-aztecs
adam-jude,2017,4,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,usc-trojans,washington-huskies,penn-state-nittany-lions,oklahoma-state-cowboys,wisconsin-badgers,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,virginia-tech-hokies,mississippi-state-bulldogs,georgia-bulldogs,auburn-tigers,south-florida-bulls,miami-fl-hurricanes,louisville-cardinals,washington-state-cougars,utah-utes,tcu-horned-frogs,memphis-tigers,san-diego-state-aztecs,lsu-tigers,florida-gators
adam-zucker,2017,4,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,penn-state-nittany-lions,usc-trojans,michigan-wolverines,oklahoma-state-cowboys,wisconsin-badgers,georgia-bulldogs,washington-huskies,virginia-tech-hokies,ohio-state-buckeyes,florida-state-seminoles,miami-fl-hurricanes,mississippi-state-bulldogs,south-florida-bulls,maryland-terrapins,louisville-cardinals,tcu-horned-frogs,vanderbilt-commodores,san-diego-state-aztecs,washington-state-cougars,oregon-ducks,florida-gators,auburn-tigers
andy-bitter,2017,4,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,penn-state-nittany-lions,usc-trojans,oklahoma-state-cowboys,michigan-wolverines,ohio-state-buckeyes,washington-huskies,florida-state-seminoles,georgia-bulldogs,wisconsin-badgers,virginia-tech-hokies,tcu-horned-frogs,auburn-tigers,miami-fl-hurricanes,louisville-cardinals,oregon-ducks,mississippi-state-bulldogs,florida-gators,notre-dame-fighting-irish,washington-state-cougars,west-virginia-mountaineers,memphis-tigers,lsu-tigers
andy-greder,2017,4,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,penn-state-nittany-lions,oklahoma-state-cowboys,ohio-state-buckeyes,usc-trojans,washington-huskies,wisconsin-badgers,michigan-wolverines,florida-state-seminoles,georgia-bulldogs,miami-fl-hurricanes,auburn-tigers,louisville-cardinals,south-florida-bulls,tcu-horned-frogs,florida-gators,virginia-tech-hokies,mississippi-state-bulldogs,lsu-tigers,washington-state-cougars,utah-utes,san-diego-state-aztecs,vanderbilt-commodores
bill-landis,2017,4,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,florida-state-seminoles,penn-state-nittany-lions,georgia-bulldogs,usc-trojans,michigan-wolverines,ohio-state-buckeyes,oklahoma-state-cowboys,wisconsin-badgers,virginia-tech-hokies,washington-huskies,miami-fl-hurricanes,tcu-horned-frogs,auburn-tigers,mississippi-state-bulldogs,notre-dame-fighting-irish,washington-state-cougars,oregon-ducks,utah-utes,san-diego-state-aztecs,west-virginia-mountaineers,lsu-tigers,florida-gators
bob-asmussen,2017,4,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,usc-trojans,michigan-wolverines,penn-state-nittany-lions,washington-huskies,wisconsin-badgers,ohio-state-buckeyes,oklahoma-state-cowboys,florida-state-seminoles,georgia-bulldogs,auburn-tigers,south-florida-bulls,miami-fl-hurricanes,oregon-ducks,florida-gators,virginia-tech-hokies,washington-state-cougars,mississippi-state-bulldogs,louisville-cardinals,lsu-tigers,san-diego-state-aztecs,tcu-horned-frogs,utah-utes
brent-axe,2017,4,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,penn-state-nittany-lions,washington-huskies,usc-trojans,wisconsin-badgers,michigan-wolverines,georgia-bulldogs,oklahoma-state-cowboys,ohio-state-buckeyes,virginia-tech-hokies,florida-state-seminoles,mississippi-state-bulldogs,auburn-tigers,maryland-terrapins,south-florida-bulls,miami-fl-hurricanes,tcu-horned-frogs,washington-state-cougars,louisville-cardinals,lsu-tigers,vanderbilt-commodores,florida-gators,san-diego-state-aztecs
bret-bloomquist,2017,4,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,oklahoma-state-cowboys,usc-trojans,michigan-wolverines,ohio-state-buckeyes,georgia-bulldogs,wisconsin-badgers,florida-state-seminoles,tcu-horned-frogs,miami-fl-hurricanes,virginia-tech-hokies,south-florida-bulls,auburn-tigers,florida-gators,washington-state-cougars,utah-utes,mississippi-state-bulldogs,colorado-buffaloes,notre-dame-fighting-irish,louisville-cardinals,vanderbilt-commodores
brian-howell,2017,4,alabama-crimson-tide,usc-trojans,oklahoma-sooners,clemson-tigers,penn-state-nittany-lions,ohio-state-buckeyes,washington-huskies,oklahoma-state-cowboys,florida-state-seminoles,michigan-wolverines,wisconsin-badgers,georgia-bulldogs,virginia-tech-hokies,auburn-tigers,tcu-horned-frogs,miami-fl-hurricanes,florida-gators,louisville-cardinals,south-florida-bulls,mississippi-state-bulldogs,lsu-tigers,oregon-ducks,colorado-buffaloes,washington-state-cougars,san-diego-state-aztecs
