Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,13,alabama-crimson-tide,miami-fl-hurricanes,clemson-tigers,oklahoma-sooners,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,usc-trojans,ohio-state-buckeyes,tcu-horned-frogs,penn-state-nittany-lions,washington-huskies,ucf-knights,washington-state-cougars,mississippi-state-bulldogs,michigan-state-spartans,memphis-tigers,lsu-tigers,stanford-cardinal,oklahoma-state-cowboys,northwestern-wildcats,virginia-tech-hokies,boise-state-broncos,south-carolina-gamecocks
adam-jude,2017,13,alabama-crimson-tide,oklahoma-sooners,miami-fl-hurricanes,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,ohio-state-buckeyes,notre-dame-fighting-irish,usc-trojans,ucf-knights,tcu-horned-frogs,washington-state-cougars,michigan-state-spartans,penn-state-nittany-lions,mississippi-state-bulldogs,stanford-cardinal,washington-huskies,lsu-tigers,oklahoma-state-cowboys,memphis-tigers,boise-state-broncos,south-florida-bulls,virginia-tech-hokies,northwestern-wildcats
adam-zucker,2017,13,alabama-crimson-tide,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,ohio-state-buckeyes,tcu-horned-frogs,usc-trojans,washington-huskies,penn-state-nittany-lions,michigan-state-spartans,ucf-knights,washington-state-cougars,oklahoma-state-cowboys,mississippi-state-bulldogs,lsu-tigers,northwestern-wildcats,michigan-wolverines,boise-state-broncos,memphis-tigers,stanford-cardinal,south-florida-bulls
andy-bitter,2017,13,alabama-crimson-tide,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,tcu-horned-frogs,ohio-state-buckeyes,penn-state-nittany-lions,ucf-knights,usc-trojans,washington-state-cougars,mississippi-state-bulldogs,lsu-tigers,stanford-cardinal,northwestern-wildcats,washington-huskies,michigan-state-spartans,oklahoma-state-cowboys,memphis-tigers,iowa-state-cyclones,virginia-tech-hokies,wake-forest-demon-deacons
andy-greder,2017,13,alabama-crimson-tide,miami-fl-hurricanes,wisconsin-badgers,clemson-tigers,oklahoma-sooners,ohio-state-buckeyes,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,penn-state-nittany-lions,usc-trojans,ucf-knights,tcu-horned-frogs,stanford-cardinal,washington-huskies,oklahoma-state-cowboys,mississippi-state-bulldogs,lsu-tigers,memphis-tigers,washington-state-cougars,virginia-tech-hokies,michigan-state-spartans,boise-state-broncos,northwestern-wildcats,south-florida-bulls
bill-landis,2017,13,miami-fl-hurricanes,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,ohio-state-buckeyes,penn-state-nittany-lions,usc-trojans,tcu-horned-frogs,washington-state-cougars,ucf-knights,mississippi-state-bulldogs,washington-huskies,memphis-tigers,michigan-state-spartans,oklahoma-state-cowboys,stanford-cardinal,lsu-tigers,northwestern-wildcats,south-florida-bulls,boise-state-broncos,san-diego-state-aztecs
bob-asmussen,2017,13,alabama-crimson-tide,miami-fl-hurricanes,wisconsin-badgers,oklahoma-sooners,clemson-tigers,auburn-tigers,ohio-state-buckeyes,ucf-knights,georgia-bulldogs,tcu-horned-frogs,notre-dame-fighting-irish,penn-state-nittany-lions,usc-trojans,mississippi-state-bulldogs,washington-huskies,south-florida-bulls,washington-state-cougars,stanford-cardinal,memphis-tigers,michigan-state-spartans,lsu-tigers,virginia-tech-hokies,northwestern-wildcats,michigan-wolverines,oklahoma-state-cowboys
brent-axe,2017,13,alabama-crimson-tide,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,ohio-state-buckeyes,ucf-knights,south-florida-bulls,memphis-tigers,tcu-horned-frogs,washington-state-cougars,usc-trojans,penn-state-nittany-lions,stanford-cardinal,washington-huskies,mississippi-state-bulldogs,lsu-tigers,oklahoma-state-cowboys,michigan-state-spartans,northwestern-wildcats,iowa-state-cyclones,virginia-tech-hokies
bret-bloomquist,2017,13,alabama-crimson-tide,wisconsin-badgers,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,auburn-tigers,georgia-bulldogs,ohio-state-buckeyes,tcu-horned-frogs,penn-state-nittany-lions,ucf-knights,notre-dame-fighting-irish,usc-trojans,mississippi-state-bulldogs,washington-state-cougars,memphis-tigers,oklahoma-state-cowboys,lsu-tigers,south-florida-bulls,washington-huskies,north-carolina-state-wolfpack,stanford-cardinal,iowa-state-cyclones,michigan-state-spartans,northwestern-wildcats
brian-howell,2017,13,alabama-crimson-tide,miami-fl-hurricanes,clemson-tigers,oklahoma-sooners,wisconsin-badgers,auburn-tigers,georgia-bulldogs,ohio-state-buckeyes,notre-dame-fighting-irish,usc-trojans,ucf-knights,tcu-horned-frogs,penn-state-nittany-lions,lsu-tigers,stanford-cardinal,washington-huskies,washington-state-cougars,south-florida-bulls,memphis-tigers,northwestern-wildcats,mississippi-state-bulldogs,oklahoma-state-cowboys,michigan-state-spartans,michigan-wolverines,boise-state-broncos
