Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,penn-state-nittany-lions,washington-huskies,usc-trojans,ohio-state-buckeyes,wisconsin-badgers,michigan-wolverines,georgia-bulldogs,tcu-horned-frogs,virginia-tech-hokies,oklahoma-state-cowboys,miami-fl-hurricanes,auburn-tigers,washington-state-cougars,louisville-cardinals,south-florida-bulls,utah-utes,west-virginia-mountaineers,notre-dame-fighting-irish,texas-tech-red-raiders,lsu-tigers,san-diego-state-aztecs,iowa-hawkeyes
adam-jude,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,usc-trojans,washington-huskies,penn-state-nittany-lions,wisconsin-badgers,tcu-horned-frogs,ohio-state-buckeyes,michigan-wolverines,virginia-tech-hokies,georgia-bulldogs,auburn-tigers,south-florida-bulls,miami-fl-hurricanes,louisville-cardinals,washington-state-cougars,oklahoma-state-cowboys,utah-utes,mississippi-state-bulldogs,north-carolina-state-wolfpack,memphis-tigers,san-diego-state-aztecs,lsu-tigers,florida-gators
adam-zucker,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,penn-state-nittany-lions,usc-trojans,georgia-bulldogs,washington-huskies,michigan-wolverines,wisconsin-badgers,virginia-tech-hokies,tcu-horned-frogs,ohio-state-buckeyes,oklahoma-state-cowboys,miami-fl-hurricanes,south-florida-bulls,washington-state-cougars,louisville-cardinals,san-diego-state-aztecs,utah-utes,notre-dame-fighting-irish,auburn-tigers,west-virginia-mountaineers,minnesota-golden-gophers,florida-gators,wake-forest-demon-deacons
andy-bitter,2017,5,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,penn-state-nittany-lions,usc-trojans,georgia-bulldogs,tcu-horned-frogs,michigan-wolverines,washington-huskies,virginia-tech-hokies,ohio-state-buckeyes,wisconsin-badgers,oklahoma-state-cowboys,auburn-tigers,miami-fl-hurricanes,louisville-cardinals,notre-dame-fighting-irish,washington-state-cougars,west-virginia-mountaineers,san-diego-state-aztecs,utah-utes,florida-gators,memphis-tigers,north-carolina-state-wolfpack,mississippi-state-bulldogs
andy-greder,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,georgia-bulldogs,penn-state-nittany-lions,ohio-state-buckeyes,washington-huskies,tcu-horned-frogs,usc-trojans,wisconsin-badgers,michigan-wolverines,oklahoma-state-cowboys,miami-fl-hurricanes,auburn-tigers,louisville-cardinals,south-florida-bulls,virginia-tech-hokies,washington-state-cougars,florida-gators,notre-dame-fighting-irish,mississippi-state-bulldogs,lsu-tigers,utah-utes,san-diego-state-aztecs,west-virginia-mountaineers
bill-landis,2017,5,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,georgia-bulldogs,penn-state-nittany-lions,usc-trojans,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,wisconsin-badgers,washington-huskies,virginia-tech-hokies,notre-dame-fighting-irish,miami-fl-hurricanes,auburn-tigers,oklahoma-state-cowboys,washington-state-cougars,utah-utes,san-diego-state-aztecs,west-virginia-mountaineers,florida-gators,north-carolina-state-wolfpack,duke-blue-devils,mississippi-state-bulldogs,florida-state-seminoles
bob-asmussen,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,usc-trojans,michigan-wolverines,penn-state-nittany-lions,washington-huskies,wisconsin-badgers,ohio-state-buckeyes,georgia-bulldogs,tcu-horned-frogs,auburn-tigers,south-florida-bulls,miami-fl-hurricanes,virginia-tech-hokies,oklahoma-state-cowboys,washington-state-cougars,florida-gators,louisville-cardinals,san-diego-state-aztecs,utah-utes,notre-dame-fighting-irish,mississippi-state-bulldogs,lsu-tigers,west-virginia-mountaineers
brent-axe,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,penn-state-nittany-lions,washington-huskies,georgia-bulldogs,usc-trojans,michigan-wolverines,ohio-state-buckeyes,tcu-horned-frogs,wisconsin-badgers,virginia-tech-hokies,auburn-tigers,south-florida-bulls,miami-fl-hurricanes,washington-state-cougars,louisville-cardinals,oklahoma-state-cowboys,san-diego-state-aztecs,utah-utes,north-carolina-state-wolfpack,duke-blue-devils,florida-gators,west-virginia-mountaineers,lsu-tigers
bret-bloomquist,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,georgia-bulldogs,tcu-horned-frogs,usc-trojans,michigan-wolverines,ohio-state-buckeyes,wisconsin-badgers,miami-fl-hurricanes,virginia-tech-hokies,oklahoma-state-cowboys,south-florida-bulls,auburn-tigers,washington-state-cougars,utah-utes,louisville-cardinals,florida-gators,notre-dame-fighting-irish,san-diego-state-aztecs,mississippi-state-bulldogs,west-virginia-mountaineers,lsu-tigers
brian-howell,2017,5,alabama-crimson-tide,clemson-tigers,usc-trojans,oklahoma-sooners,penn-state-nittany-lions,washington-huskies,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,wisconsin-badgers,virginia-tech-hokies,oklahoma-state-cowboys,auburn-tigers,miami-fl-hurricanes,louisville-cardinals,florida-gators,south-florida-bulls,washington-state-cougars,notre-dame-fighting-irish,san-diego-state-aztecs,utah-utes,mississippi-state-bulldogs,lsu-tigers,west-virginia-mountaineers
chris-murray,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,penn-state-nittany-lions,usc-trojans,georgia-bulldogs,michigan-wolverines,washington-huskies,wisconsin-badgers,ohio-state-buckeyes,tcu-horned-frogs,miami-fl-hurricanes,virginia-tech-hokies,auburn-tigers,oklahoma-state-cowboys,florida-gators,san-diego-state-aztecs,washington-state-cougars,south-florida-bulls,utah-utes,louisville-cardinals,west-virginia-mountaineers,notre-dame-fighting-irish,mississippi-state-bulldogs,lsu-tigers
chuck-carlton,2017,5,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,georgia-bulldogs,usc-trojans,tcu-horned-frogs,michigan-wolverines,ohio-state-buckeyes,wisconsin-badgers,virginia-tech-hokies,miami-fl-hurricanes,oklahoma-state-cowboys,louisville-cardinals,washington-state-cougars,san-diego-state-aztecs,florida-gators,notre-dame-fighting-irish,mississippi-state-bulldogs,south-florida-bulls,lsu-tigers,auburn-tigers,utah-utes,west-virginia-mountaineers
