Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,penn-state-nittany-lions,washington-huskies,georgia-bulldogs,tcu-horned-frogs,ohio-state-buckeyes,michigan-wolverines,wisconsin-badgers,miami-fl-hurricanes,auburn-tigers,washington-state-cougars,usc-trojans,oklahoma-state-cowboys,louisville-cardinals,notre-dame-fighting-irish,virginia-tech-hokies,san-diego-state-aztecs,south-florida-bulls,utah-utes,west-virginia-mountaineers,north-carolina-state-wolfpack,georgia-tech-yellow-jackets,florida-gators
adam-jude,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,wisconsin-badgers,tcu-horned-frogs,washington-state-cougars,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,auburn-tigers,south-florida-bulls,usc-trojans,miami-fl-hurricanes,louisville-cardinals,virginia-tech-hokies,oklahoma-state-cowboys,utah-utes,north-carolina-state-wolfpack,ucf-knights,san-diego-state-aztecs,west-virginia-mountaineers,notre-dame-fighting-irish,florida-gators
adam-zucker,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,penn-state-nittany-lions,georgia-bulldogs,washington-huskies,michigan-wolverines,wisconsin-badgers,tcu-horned-frogs,washington-state-cougars,ohio-state-buckeyes,oklahoma-state-cowboys,miami-fl-hurricanes,usc-trojans,south-florida-bulls,auburn-tigers,virginia-tech-hokies,louisville-cardinals,san-diego-state-aztecs,utah-utes,notre-dame-fighting-irish,west-virginia-mountaineers,florida-gators,ucf-knights,navy-midshipmen
andy-bitter,2017,6,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,georgia-bulldogs,penn-state-nittany-lions,tcu-horned-frogs,michigan-wolverines,washington-huskies,washington-state-cougars,ohio-state-buckeyes,wisconsin-badgers,miami-fl-hurricanes,oklahoma-state-cowboys,auburn-tigers,usc-trojans,virginia-tech-hokies,louisville-cardinals,notre-dame-fighting-irish,west-virginia-mountaineers,san-diego-state-aztecs,utah-utes,florida-gators,north-carolina-state-wolfpack,oregon-ducks,ucf-knights
andy-greder,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,georgia-bulldogs,penn-state-nittany-lions,ohio-state-buckeyes,washington-huskies,tcu-horned-frogs,wisconsin-badgers,michigan-wolverines,oklahoma-state-cowboys,washington-state-cougars,usc-trojans,miami-fl-hurricanes,auburn-tigers,louisville-cardinals,south-florida-bulls,virginia-tech-hokies,florida-gators,notre-dame-fighting-irish,utah-utes,san-diego-state-aztecs,west-virginia-mountaineers,north-carolina-state-wolfpack,ucf-knights
bill-landis,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,georgia-bulldogs,penn-state-nittany-lions,michigan-wolverines,washington-state-cougars,tcu-horned-frogs,ohio-state-buckeyes,washington-huskies,wisconsin-badgers,miami-fl-hurricanes,usc-trojans,auburn-tigers,virginia-tech-hokies,notre-dame-fighting-irish,oklahoma-state-cowboys,utah-utes,san-diego-state-aztecs,florida-gators,ucf-knights,west-virginia-mountaineers,north-carolina-state-wolfpack,louisville-cardinals,south-florida-bulls
bob-asmussen,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,michigan-wolverines,penn-state-nittany-lions,washington-huskies,wisconsin-badgers,ohio-state-buckeyes,georgia-bulldogs,washington-state-cougars,tcu-horned-frogs,south-florida-bulls,usc-trojans,auburn-tigers,miami-fl-hurricanes,oklahoma-state-cowboys,florida-gators,louisville-cardinals,san-diego-state-aztecs,virginia-tech-hokies,utah-utes,notre-dame-fighting-irish,ucf-knights,west-virginia-mountaineers,oregon-ducks
brent-axe,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,georgia-bulldogs,michigan-wolverines,auburn-tigers,tcu-horned-frogs,ohio-state-buckeyes,washington-state-cougars,wisconsin-badgers,miami-fl-hurricanes,louisville-cardinals,south-florida-bulls,usc-trojans,virginia-tech-hokies,oklahoma-state-cowboys,san-diego-state-aztecs,notre-dame-fighting-irish,utah-utes,florida-gators,north-carolina-state-wolfpack,west-virginia-mountaineers,oregon-ducks
bret-bloomquist,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,georgia-bulldogs,tcu-horned-frogs,michigan-wolverines,ohio-state-buckeyes,wisconsin-badgers,washington-state-cougars,miami-fl-hurricanes,oklahoma-state-cowboys,auburn-tigers,usc-trojans,south-florida-bulls,virginia-tech-hokies,utah-utes,louisville-cardinals,florida-gators,notre-dame-fighting-irish,san-diego-state-aztecs,west-virginia-mountaineers,north-carolina-state-wolfpack,ucf-knights
brian-howell,2017,6,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,penn-state-nittany-lions,washington-huskies,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,tcu-horned-frogs,wisconsin-badgers,washington-state-cougars,usc-trojans,oklahoma-state-cowboys,auburn-tigers,virginia-tech-hokies,miami-fl-hurricanes,louisville-cardinals,florida-gators,south-florida-bulls,notre-dame-fighting-irish,san-diego-state-aztecs,utah-utes,west-virginia-mountaineers,north-carolina-state-wolfpack,stanford-cardinal
